LAC,CI,longitude,latitude
171,173,121.457912412,31.2217747422
179,20032,121.570829957,31.1972942344
202,12962,121.380523509,30.7506140264
201,33131,121.327426717,31.1759674449
211,10033,121.798478362,31.0717491109
171,51313,121.448495179,31.2261855154
213,20061,121.606340243,31.0990516687
181,22451,121.512896825,31.3017269828
201,32213,121.311309564,31.15488708
203,51482,121.441478826,30.9909396067
214,20741,121.49117253,30.9192796992
203,21382,121.438911173,31.0815058735
178,22383,121.180620493,31.4050379152
182,3642,121.331800419,31.2200872982
218,38142,121.297165313,31.1917331292
177,20422,121.585717047,31.2962724644
179,19881,121.570551673,31.2119416924
218,31463,121.294166393,31.1472162002
202,45313,121.265881134,31.0040092295
170,2314,121.529054808,31.2378232607
173,38762,121.492085775,31.2298788156
215,46991,121.361518383,31.0389843588
208,47821,121.497374504,31.2019698672
208,44241,121.472577993,31.1927057152
174,22302,121.504215199,31.265588342
171,25981,121.436119278,31.2376700737
205,2123,121.426555278,31.1628641354
215,52012,121.398005861,31.0714611787
201,31841,121.355782823,31.1038817262
172,47074,121.527336824,31.3112886793
205,20373,121.425718917,31.194760916
204,21721,121.383799979,31.1307745074
211,51461,121.775115347,31.0487422266
218,47851,121.297165313,31.1917331292
173,55983,121.502698469,31.2394414263
204,22162,121.382237444,31.1218481826
178,12061,121.226691377,31.3782890007
163,44282,121.474663998,31.2223544828
182,46512,121.303738155,31.1999271507
205,31982,121.425717843,31.1824047876
174,30732,121.482301518,31.251666903
218,27702,121.297165313,31.1917331292
164,2591,121.436093874,31.4042510679
175,40684,121.401952567,31.2481931594
168,50302,121.41582195,31.2594969606
206,23841,121.754549578,31.1450234428
205,43543,121.415652522,31.1503244886
215,30741,121.391572928,31.0818437255
179,12553,121.571520514,31.2187635944
202,10203,121.331322119,30.7821809351
180,33201,121.362599442,31.2599906191
211,11423,121.741811901,31.046925787
174,30792,121.491483872,31.2994202965
165,321,121.299713333,31.2322861935
210,20063,121.458169609,31.1970923668
163,47712,121.437842708,31.1938870559
179,28042,121.606108875,31.2038363332
206,22713,121.694374413,31.1102633495
201,21181,121.255213879,31.0862440186
173,51163,121.495801204,31.2143004921
171,622,121.421586446,31.2384346269
166,22482,121.502424274,31.295746147
173,20751,121.514395019,31.2262502348
161,22642,121.765650308,31.3473905327
162,22742,121.65638033,31.2019601818
215,25362,121.404509738,31.0953762501
166,10031,121.530643363,31.2836286473
168,21952,121.409057192,31.2961437545
176,21532,121.550042947,31.1475163435
172,20501,121.490640141,31.3376769579
218,32982,121.267340282,31.1015558714
165,10382,121.172866886,31.2947656965
175,31023,121.399071099,31.2418295069
182,13092,121.318358821,31.2036341755
211,30283,121.893897471,30.8866547415
167,52153,121.435964464,31.2943844266
172,11913,121.528853935,31.3378141087
209,13963,121.15664345,30.9983025284
168,21923,121.413972443,31.2559760788
175,47801,121.383046967,31.2210093384
204,1192,121.368389259,31.1400010938
204,12061,121.38596203,31.1282751056
177,12473,121.548874502,31.2476077321
203,47132,121.514251532,31.0607536864
171,26174,121.453882981,31.2277059114
178,13941,121.204986887,31.3243193075
218,51512,121.29341284,31.1200006193
213,32152,121.49335792,31.0736737595
208,31201,121.459667381,31.21668851
167,52121,121.457010181,31.2846542451
213,10381,121.438696828,31.1425696228
210,47783,121.43435678,31.178343838
182,21142,121.356701581,31.1843057015
182,46621,121.359529893,31.2164760255
202,10712,121.329091737,30.7187235012
207,35743,121.515757928,30.843792029
173,31451,121.509623248,31.2382200018
179,58102,121.570551673,31.2119416924
170,50753,121.527248697,31.2115660659
165,24391,121.164343706,31.2904898561
168,51511,121.425573585,31.2466453548
204,20031,121.380587272,31.1426276355
212,23341,121.127089402,31.1450367268
166,31691,121.542844978,31.2856279283
167,2403,121.450585557,31.2837667982
174,50713,121.496214536,31.2705345003
174,47491,121.488650774,31.2638940235
214,25351,121.321032007,30.936229879
163,47984,121.489532441,31.2027234764
182,20033,121.344058242,31.2229118309
206,21102,121.698225241,31.1594463788
165,41233,121.273121261,31.2949328516
171,45591,121.438474603,31.2277423476
209,24251,121.189160734,31.0245878538
210,47011,121.44354239,31.1924278276
177,13312,121.610507634,31.3041313714
165,10212,121.278886565,31.287174403
168,31872,121.374270288,31.2759439022
170,10812,121.527795435,31.1948664529
171,48131,121.434609201,31.2104493016
176,21593,121.555628513,31.148425143
165,46461,121.162656749,31.2872616297
209,26331,121.225663738,31.0395321788
169,25141,121.37800937,31.2049364018
218,48056,121.297165313,31.1917331292
176,21182,121.573910313,31.1446233608
210,35582,121.439618667,31.1819186067
207,47321,121.733960407,30.9474823689
166,22352,121.541299882,31.2888329975
163,21222,121.481341698,31.2163234438
172,25304,121.39989763,31.3131793082
219,45032,121.619782417,31.193197577
208,1342,121.476027303,31.1951377969
168,152,121.427325693,31.2918829501
173,36621,121.500187423,31.2378182572
213,45111,121.513486511,31.0872109689
207,48011,121.512230253,30.8402204927
167,10652,121.461199643,31.2901572614
214,20903,121.327534197,30.908205552
170,31361,121.537144555,31.1916897482
166,31642,121.524572339,31.2644976013
214,48271,121.492448519,30.925049347
182,48196,121.360162088,31.2278723778
163,20463,121.480344668,31.212204265
176,20321,121.510382442,31.14330089
162,2651,121.635037705,31.2039082934
180,30732,121.3503941,31.2479247819
161,32903,121.424248902,31.6339326914
203,11921,121.640299436,31.0196151941
164,10032,121.340686653,31.4073140195
209,31051,121.268014163,31.0232315309
182,10391,121.326525634,31.1871413364
205,21592,121.398053576,31.1601895394
208,28781,121.491475984,31.2071499088
171,21363,121.444892892,31.2286929401
213,22372,121.451759461,31.1292205774
176,45591,121.503807278,31.1552569771
172,52,121.447395201,31.3142745903
215,46712,121.388801049,31.0861442048
163,45132,121.487320708,31.2092330476
215,232,121.384208016,31.102969729
166,291,121.518572306,31.2521496001
217,23222,121.013495902,30.9775448185
209,31841,121.281778864,31.0366599123
204,51173,121.392431423,31.1726231094
202,10892,121.339758507,30.751170451
205,42832,121.401054818,31.1619113939
203,21943,121.586184945,31.034489909
170,10521,121.532940063,31.2156624041
165,10782,121.199484968,31.3053611847
208,46381,121.475239839,31.1953400021
182,13771,121.300912478,31.1961808991
168,51891,121.424465389,31.254949912
166,50662,121.507363476,31.2621273644
214,24143,121.348442405,30.8088777765
203,27183,121.43707937,31.0256863276
173,46611,121.520453685,31.2288435947
165,12693,121.201877412,31.2672317676
202,45621,121.348986874,30.7298565311
172,47241,121.525184074,31.3099042209
163,10071,121.478133533,31.2305589511
202,13661,121.238979861,30.7624017074
209,10951,121.244408599,31.0138841185
209,13593,121.247457899,31.0143234442
170,47395,121.544602127,31.1940224411
206,10563,121.633604274,31.0619408459
203,22703,121.619458376,31.0249855288
213,12641,121.579340168,31.1205243188
174,30433,121.4893888,31.2709548704
168,11361,121.409982956,31.2491839693
175,22063,121.397887831,31.209974289
162,50443,121.672615249,31.2546244978
180,23811,121.321865518,31.308136079
214,11851,121.208720712,30.8517933894
179,28102,121.570551673,31.2119416924
166,21542,121.524712098,31.2673584231
178,12231,121.236632546,31.3719289076
170,47781,121.529523406,31.2398428812
208,48551,121.491344711,31.1868703718
180,20963,121.275675141,31.3114211531
218,37854,121.297165313,31.1917331292
169,51801,121.397747401,31.2057622117
215,48021,121.407420945,31.108033392
220,30032,121.42461617,31.150729441
168,31311,121.387474893,31.2595306201
208,51963,121.491614848,31.1996158524
174,20841,121.4836181,31.2636984124
161,11102,121.392261952,31.7494964453
174,21771,121.484822517,31.2465274807
168,31553,121.378006111,31.2826111158
167,793,121.456302772,31.2938694484
202,31713,121.293753294,31.0001827642
210,25892,121.437004042,31.1935680351
204,48401,121.390729851,31.1692002663
162,26766,121.675299978,31.2487970558
178,46164,121.25453606,31.3496760541
209,12551,121.013206554,30.998006026
171,46944,121.436167537,31.2185411669
164,31131,121.490493854,31.3747795464
174,45941,121.489019315,31.261902094
175,51702,121.39185453,31.213182715
218,30111,121.312823741,31.1666157866
219,46322,121.617806677,31.1377377217
167,11162,121.46456698,31.2519933739
161,21133,121.610706576,31.5312786324
163,49492,121.477335332,31.2212668077
201,63383,121.367524572,31.1025395354
178,34683,121.257574453,31.3237372136
167,31552,121.43611213,31.270264358
217,20891,121.125228407,30.9970949126
174,11562,121.494122995,31.2819054638
163,47661,121.474615079,31.2330795762
176,11251,121.519990908,31.1767397118
163,31071,121.476856308,31.2145849537
218,27703,121.297165313,31.1917331292
174,32301,121.504215199,31.265588342
178,32574,121.180396963,31.3587545928
161,10053,121.677456057,31.3907033316
176,46221,121.929095761,30.9068857137
165,13631,121.283665456,31.2044323061
204,35632,121.40130225,31.1315354598
167,11522,121.452928582,31.2659448277
218,28272,121.297165313,31.1917331292
201,51321,121.332201703,31.1075003111
207,11491,121.3807004,30.8287468738
180,14431,121.309083975,31.2607339055
212,12083,121.225431283,31.1260410159
214,21912,121.226142193,30.9080942229
163,37661,121.474615079,31.2330795762
212,20291,121.181450805,31.1955453339
178,32041,121.23187005,31.4190355999
203,11293,121.599303335,31.0008849269
219,21963,121.599188633,31.1864275432
166,40574,121.530222706,31.2592495431
175,31073,121.39181645,31.2355731133
205,22371,121.420483421,31.1940843561
211,50971,121.714338835,31.030389967
201,33461,121.325287771,31.1277281801
164,2012,121.49986111,31.383804363
219,46783,121.618278368,31.1550771769
172,20343,121.441406651,31.3101628938
206,14181,121.707979932,31.1486466827
212,46523,121.175825097,31.1111419427
162,26502,121.630887589,31.260569251
208,38533,121.492152019,31.1887589292
168,40121,121.378524961,31.2614928351
177,50493,121.603205723,31.2841218411
205,11213,121.407233508,31.1374993594
165,22263,121.285412208,31.2561479787
166,12222,121.508231115,31.2713486746
209,30151,121.203336382,31.0498680114
173,49174,121.514354713,31.2209378764
204,62,121.393259219,31.1406569878
204,10922,121.386637037,31.1783518101
207,47913,121.759964282,30.8728159554
215,22752,121.392209501,31.0368083489
214,14403,121.382899061,30.8997000946
201,32872,121.338558294,31.1333064313
178,10493,121.268780234,31.3253316508
218,50023,121.260250925,31.1537713727
210,50081,121.429475102,31.1988794658
212,32794,121.174877108,31.1119741881
181,32552,121.50026241,31.299294057
162,31741,121.645955499,31.2339979288
176,173,121.566742804,31.1385401784
178,21442,121.202482782,31.3425697747
215,47223,121.389202941,31.1039844406
209,10672,121.248568097,31.018695752
179,52362,121.615081509,31.2124238194
170,21911,121.556221376,31.2004003092
174,32802,121.481214504,31.2439865387
209,14312,121.190028078,31.0134297475
201,31881,121.292405731,31.1735974701
212,23291,121.222987205,31.1638735812
167,10793,121.456302772,31.2938694484
201,31442,121.309592689,31.1157832542
211,20461,121.73961189,31.0541888139
202,20552,121.370651157,30.7692419603
161,11451,121.685922802,31.6324024641
204,50471,121.372943505,31.1050183221
207,13473,121.586908528,30.8428168498
168,31672,121.418609006,31.2435186579
210,47192,121.435027384,31.1967321459
209,14291,121.200012441,31.0519046426
205,22742,121.422311349,31.186669512
169,28811,121.405859414,31.2055339327
210,46633,121.435956152,31.1988419961
202,20052,121.320269278,31.042020737
171,11341,121.42585224,31.2344596276
177,25372,121.611397863,31.30439182
176,50033,121.562024751,31.1633609641
180,341,121.318129724,31.3369797264
212,33413,121.098749067,31.1525824461
161,21793,121.767802961,31.5177295316
180,14763,121.327549889,31.3264435904
218,28004,121.297165313,31.1917331292
168,30392,121.428644828,31.2990845601
208,24021,121.469259271,31.2058305985
215,10943,121.393112521,31.0644648168
178,45594,121.277362774,31.3802158698
211,13671,121.74618258,31.0477580383
162,51651,121.654562771,31.2699879248
174,222,121.48461707,31.2912670002
171,20502,121.421864335,31.2167644165
180,31321,121.289460958,31.2897268011
209,24422,121.248318572,31.0239588807
216,48113,121.494612868,31.184059292
175,912,121.40534238,31.2399199572
201,12082,121.315855843,31.1151539113
218,31571,121.299409402,31.1925468346
204,31493,121.380779298,31.1633086389
175,20931,121.398539962,31.2312244996
180,23293,121.30424425,31.2600356002
209,46123,121.245821685,31.0552676731
176,12451,121.530005977,31.1707982852
218,28041,121.297165313,31.1917331292
177,30733,121.565365839,31.2619621837
205,22121,121.426555278,31.1628641354
179,51322,121.552015021,31.235475443
210,363,121.460402992,31.1886432797
175,30682,121.399441495,31.2447609445
214,26562,121.444326071,30.9054044692
213,30451,121.60808073,31.1038447303
180,30101,121.348756843,31.3200812043
162,11152,121.703837847,31.1994258885
178,14892,121.197500059,31.4387056121
165,30382,121.172866886,31.2947656965
211,23912,121.883900269,30.8960872615
219,52333,121.603653594,31.1379624723
202,12583,121.340195764,30.7070788459
218,47956,121.297165313,31.1917331292
205,59482,121.410345944,31.1694357896
173,47013,121.512322522,31.2267866663
177,50662,121.593907782,31.266365792
166,2392,121.526806352,31.2843595785
167,50424,121.440187211,31.2914974402
175,47042,121.389354497,31.2356514628
167,52691,121.432638913,31.2895765603
212,23273,121.127958147,31.1403734044
203,21762,121.474954932,31.0111297402
214,45382,121.321032007,30.936229879
180,24561,121.34900092,31.2454111617
176,20022,121.52109406,31.1415582712
168,11861,121.423687397,31.2697268574
166,31031,121.539763881,31.2806834998
180,23352,121.299991278,31.3195928422
213,46212,121.425801443,31.1097164393
204,11322,121.387331601,31.1079451777
174,30062,121.487884507,31.2762514681
167,32021,121.44566651,31.288147406
164,21892,121.401755333,31.3947767191
178,30511,121.219108376,31.3570007063
173,25882,121.505647444,31.2356107919
163,31642,121.4882093,31.228799678
173,50543,121.511565945,31.2349526866
216,721,121.453427291,31.1494480534
213,45431,121.508355983,31.0985726955
206,10352,121.647975634,31.0760093155
177,22233,121.575441122,31.3044354429
170,50632,121.564122746,31.193702679
168,47591,121.402423308,31.2554364454
218,51212,121.29336326,31.1259337654
164,11961,121.326206421,31.4376639715
174,21933,121.467021217,31.2672040344
166,22221,121.508231115,31.2713486746
204,45643,121.40130225,31.1315354598
217,10601,121.057255311,31.1072325539
174,11032,121.476532175,31.2704809137
211,21461,121.775115347,31.0487422266
176,46242,121.509677467,31.1724881618
204,47452,121.37955297,31.1078277349
210,47701,121.449799054,31.1886150704
172,10101,121.459585341,31.3059170745
161,31032,121.74757175,31.3923257821
181,21901,121.5398354,31.3013515958
204,30271,121.387183852,31.1355600342
162,12493,121.695208366,31.2592487702
171,30631,121.423751923,31.2076187242
169,30402,121.367614326,31.2137271647
164,45711,121.421481654,31.4112971733
212,25301,121.228780647,31.1584249024
182,46131,121.358227742,31.2208259329
174,11932,121.467021217,31.2672040344
161,33031,121.703964524,31.3949324507
182,48401,121.379102855,31.2285887916
166,46292,121.502701377,31.2736163015
177,45061,121.59583231,31.3341516327
178,10421,121.26555313,31.3849796437
165,36304,121.325443968,31.1962237695
215,11313,121.459782706,31.0502897522
162,11971,121.663649734,31.2747862361
177,33071,121.576278692,31.2907590905
212,31893,121.221602545,31.0894050231
218,27866,121.297165313,31.1917331292
165,11941,121.340060199,31.2327889025
212,30591,121.118938638,31.1773701082
182,32133,121.357654326,31.1942822384
218,22192,121.263485303,31.1884599895
204,2253,121.3983025,31.1465625181
165,44202,121.152129349,31.3206228455
174,50451,121.483888008,31.2732817075
211,14192,121.842669019,30.9293472606
213,46381,121.530059579,31.0967485457
162,30543,121.662474004,31.2324655361
176,51263,121.547682188,31.1803284953
209,10952,121.244408599,31.0138841185
219,48601,121.60325817,31.1928406114
203,26851,121.43990376,31.0155264283
201,23112,121.339316768,31.095537234
168,47401,121.402693219,31.2537557629
202,50043,121.312540554,31.0182029182
167,22702,121.443698396,31.2649410267
206,14441,121.682899366,31.0651268776
162,46392,121.697757408,31.1948834563
204,11083,121.382610966,31.1575475115
202,33833,121.324589769,31.0521446479
211,23763,121.76308581,31.0342702964
201,22723,121.329118387,31.1506376207
173,46961,121.507152439,31.2409686814
173,46964,121.507152439,31.2409686814
219,27482,121.666113549,31.1443186441
202,11883,121.30463416,31.014177214
171,10664,121.427699307,31.2234329018
203,50162,121.560683145,30.9870642461
206,52191,121.603088717,31.199173704
162,20544,121.662474004,31.2324655361
203,12712,121.603636231,31.0483725744
171,31441,121.43282163,31.2089307088
162,10452,121.700307731,31.2664006712
174,11041,121.480519665,31.2769727133
172,20262,121.467971736,31.3055072189
218,20742,121.282436511,31.1175362202
211,23422,121.917327902,30.8837129426
162,10581,121.655263245,31.2608852576
205,50453,121.423000317,31.1815164548
169,26451,121.337186592,31.149542432
212,20422,121.103021335,31.1655395369
176,46072,121.434888105,31.2026251901
206,48492,121.619395736,31.1150565915
164,31291,121.29656864,31.4774713294
208,43771,121.48202776,31.1972723553
171,46151,121.424591953,31.2169225103
168,20471,121.378776762,31.2784102538
202,20532,121.327969719,30.7248344448
176,31432,121.524630369,31.125019248
205,30083,121.413265087,31.1685847364
209,20183,121.257942369,31.0611800786
181,47541,121.517440268,31.2985522579
179,22352,121.632545761,31.2161710933
162,12522,121.671175233,31.2878757406
181,32071,121.538948562,31.3064057834
201,1362,121.364267059,31.0813528713
182,20273,121.374898961,31.2500935986
216,50922,121.448069804,31.1536804319
215,10133,121.367931932,31.0638783776
209,46052,121.04331933,30.8939078075
162,26321,121.619948129,31.2610590866
171,45531,121.454611481,31.2307758508
164,10312,121.483955908,31.367536203
165,10372,121.133696997,31.3165878973
219,25622,121.5791715,31.1338516772
172,11052,121.474543261,31.3251077021
173,56002,121.502698469,31.2394414263
164,10402,121.470479932,31.3715839127
214,46251,121.348261416,30.801773507
201,50261,121.321117577,31.117584871
162,11764,121.657949262,31.2755461971
209,54351,121.214149688,31.0567258424
167,10333,121.437159925,31.264010316
203,11762,121.474954932,31.0111297402
220,2151,121.426384799,31.1552903584
212,47691,121.136978649,31.152899657
175,31594,121.413169125,31.2145974633
178,11532,121.176166356,31.3671052402
172,31672,121.496467029,31.3101796473
178,20452,121.246069736,31.3875090823
203,12322,121.439444415,31.0138861333
180,20062,121.355979054,31.2875813359
163,31714,121.478063987,31.2331903489
163,21642,121.4882093,31.228799678
163,27861,121.489671943,31.2026130149
217,10413,121.148559794,31.0216496697
