LAC,CI,longitude,latitude
6181.0,37203.0,121.150539809,31.1777625425
6181.0,33537.0,121.229450066,31.2415876851
6298.0,58579.0,121.437574803,30.9820600001
6151.0,38675.0,121.320964765,31.1941753714
6391.0,47505.0,121.521829023,31.3369547101
6243.0,54403.0,121.450022927,31.1928977703
6273.0,61682.0,121.499742858,31.3991601069
6255.0,4211.0,121.420591468,31.2872602017
6212.0,5747.0,121.324977702,31.2404847117
6169.0,37841.0,121.396383803,31.2524641638
6150.0,4657.0,121.388898626,31.1495497812
6274.0,4913.0,121.308124996,31.4357648547
6210.0,33363.0,121.293553061,31.119870738
6212.0,20867.0,121.287856783,31.2217632626
6182.0,14787.0,121.167448095,31.2856431781
6158.0,13506.0,121.235192454,31.0048637225
6163.0,28689.0,121.286421824,31.3408082627
6170.0,54722.0,121.094697947,30.9292036747
6166.0,9203.0,121.362570927,31.231538898
6155.0,58561.0,121.529879891,31.2360231685
6175.0,37475.0,121.091246925,30.9680181396
6351.0,58689.0,121.868988283,30.9268223622
6163.0,9411.0,121.310746271,31.3176946291
6236.0,53537.0,121.517394271,30.9174001118
6239.0,49633.0,121.718754844,31.0260242328
6179.0,10578.0,0,0
6283.0,54049.0,121.2578933,31.3797508724
6151.0,23202.0,121.312335748,31.1905379735
6165.0,38898.0,121.324915022,31.0935697431
6152.0,46755.0,121.301153353,31.1894189405
6157.0,53907.0,121.529511691,31.2071696735
6151.0,23122.0,121.31417015,31.1965541698
6361.0,60450.0,121.402414305,31.2554274396
6338.0,63459.0,121.603920203,31.2063582448
6338.0,63458.0,121.603920203,31.2063582448
6158.0,13523.0,121.241955553,31.0147576314
6158.0,13522.0,121.241955553,31.0147576314
6158.0,13521.0,121.241955553,31.0147576314
6391.0,47715.0,121.508964224,31.3272393469
6146.0,53409.0,121.340454931,31.0441942205
6167.0,577.0,121.397875867,31.1874543023
6181.0,29315.0,121.223020561,31.2039535568
6181.0,29314.0,121.223020561,31.2039535568
6270.0,50291.0,121.482249241,31.3969837701
6218.0,61762.0,121.490878837,31.1574517733
6262.0,55762.0,121.437451383,31.159771356
6173.0,50019.0,121.178435588,30.8263917601
6173.0,50163.0,121.243269989,30.7868227805
6270.0,50290.0,121.482249241,31.3969837701
6392.0,51457.0,121.514683237,31.3233208067
6324.0,62993.0,121.440216993,31.2781329573
6282.0,27665.0,121.581647661,31.2475193092
6180.0,52626.0,121.403090398,31.2090062928
6282.0,27618.0,121.544296502,31.2356128791
6346.0,17122.0,121.306354095,31.3618234874
6318.0,57681.0,121.558098151,31.1561463807
6282.0,25363.0,121.544072805,31.2433459054
6329.0,61730.0,121.514916145,31.2262026634
6216.0,60610.0,121.527851262,31.1475521989
6171.0,57491.0,121.228539365,30.9028288103
6334.0,40897.0,121.636068469,31.1976035515
6153.0,60257.0,121.501375166,31.2617052422
6216.0,60611.0,121.527851262,31.1475521989
6282.0,25362.0,121.544072805,31.2433459054
6329.0,61731.0,121.514916145,31.2262026634
6282.0,24593.0,121.537387999,31.2418127913
6243.0,54418.0,121.455265391,31.190591314
6209.0,58642.0,121.455319711,31.2189018705
6243.0,54419.0,121.455265391,31.190591314
6303.0,25617.0,121.549464559,31.3629797311
6273.0,62065.0,121.501859094,31.386412111
6265.0,62627.0,121.45593609,31.1601375006
6265.0,62626.0,121.45593609,31.1601375006
6149.0,31602.0,121.338351513,31.1646534919
6304.0,61875.0,121.62340489,31.3127928144
6244.0,64561.0,121.425718636,31.1800345974
6211.0,13219.0,121.23135098,31.1777435347
6211.0,13218.0,121.23135098,31.1777435347
6211.0,13217.0,121.23135098,31.1777435347
6231.0,49507.0,121.423414298,31.2314001513
6231.0,49506.0,121.423414298,31.2314001513
6341.0,8019.0,121.573417563,31.5456564927
6231.0,49505.0,121.423414298,31.2314001513
6182.0,15217.0,121.163945305,31.2883007045
6339.0,42097.0,121.622530658,31.257762723
6339.0,42098.0,121.622530658,31.257762723
6215.0,17121.0,121.285169179,31.2125968499
6215.0,17123.0,121.285169179,31.2125968499
6215.0,17057.0,121.285169179,31.2125968499
6215.0,17058.0,121.285169179,31.2125968499
6215.0,17059.0,121.285169179,31.2125968499
6243.0,56177.0,121.457770369,31.1824169614
6243.0,56180.0,121.457770369,31.1824169614
6243.0,56179.0,121.457770369,31.1824169614
6145.0,49475.0,121.421839583,31.092846079
6296.0,54051.0,121.453796877,30.9228073914
6145.0,49474.0,121.421839583,31.092846079
6252.0,1841.0,121.388203805,31.1125694071
6152.0,42730.0,121.301444185,31.1928110638
6152.0,42729.0,121.301444185,31.1928110638
6152.0,42727.0,121.301444185,31.1928110638
6357.0,8337.0,121.679171922,31.4208146757
6170.0,57203.0,121.060188841,30.9489465477
6334.0,39841.0,121.629022211,31.2070837679
6218.0,61586.0,121.48816349,31.1474804948
6308.0,58867.0,121.589085346,31.3024036867
6304.0,64610.0,121.622990822,31.3399902865
6265.0,63747.0,121.457778779,31.1642877344
6265.0,63745.0,121.457778779,31.1642877344
6169.0,1809.0,121.372527681,31.2530769014
6214.0,61393.0,0,0
6265.0,62689.0,121.453175281,31.1654958931
6151.0,27588.0,121.316134208,31.1946367492
6305.0,60289.0,121.533443818,31.2678755243
6272.0,57794.0,121.465211546,31.3258415444
6165.0,34066.0,121.270819649,31.0985561668
6165.0,34067.0,121.270819649,31.0985561668
6165.0,34065.0,121.270819649,31.0985561668
6224.0,5058.0,121.21782034,31.006361756
6215.0,38945.0,0,0
6272.0,60929.0,121.489485621,31.34255303
6147.0,8305.0,121.222128115,31.0443487681
6147.0,9889.0,121.229452928,31.0625427941
6147.0,10099.0,121.222349715,31.0545654056
6173.0,50562.0,121.289167549,30.8035963485
6170.0,54691.0,121.167043749,30.9213352564
6170.0,53905.0,121.177857043,30.9478036193
6147.0,10053.0,121.215118723,31.0498916099
6147.0,10065.0,121.236646987,31.0583248251
6147.0,8225.0,121.230308254,31.0518138878
6147.0,8226.0,121.230308254,31.0518138878
6147.0,8210.0,121.230308254,31.0518138878
6147.0,8211.0,121.230308254,31.0518138878
6147.0,8579.0,121.200598007,31.0592238681
6318.0,58066.0,121.536962849,31.152591328
6318.0,58081.0,121.536962849,31.152591328
6334.0,40914.0,121.586546596,31.1681643755
6318.0,58067.0,121.536962849,31.152591328
6157.0,55841.0,121.527398425,31.2025022878
6235.0,53329.0,121.425677305,31.0605339205
6391.0,46881.0,121.520154374,31.33064734
6185.0,64465.0,121.473762686,31.2784025973
6363.0,56388.0,121.547074881,31.2995745297
6363.0,56387.0,121.547074881,31.2995745297
6151.0,23171.0,121.322098516,31.2085544586
6165.0,37747.0,121.352521317,31.1056720755
6147.0,8498.0,121.223650919,31.0629637812
6165.0,37745.0,121.352521317,31.1056720755
6147.0,9825.0,121.236646987,31.0583248251
6147.0,8691.0,121.238249532,31.0524354543
6147.0,9745.0,121.237645066,31.042745227
6148.0,97.0,121.185759846,31.0520650393
6147.0,8387.0,121.244760919,31.0427608148
6147.0,8434.0,121.254172136,31.0672242374
6147.0,8433.0,121.254172136,31.0672242374
6181.0,34083.0,121.221560145,31.2258395693
6181.0,34082.0,121.221560145,31.2258395693
6181.0,34081.0,121.221560145,31.2258395693
6179.0,4577.0,121.349895385,31.1822358109
6179.0,4579.0,121.349895385,31.1822358109
6179.0,4578.0,121.349895385,31.1822358109
6168.0,22129.0,121.281828809,31.2601469154
6322.0,58850.0,121.462793695,31.3181054056
6322.0,58865.0,121.462793695,31.3181054056
6322.0,58849.0,121.462793695,31.3181054056
6322.0,58866.0,121.462793695,31.3181054056
6187.0,26451.0,121.164101234,31.1631125084
6187.0,26449.0,121.164101234,31.1631125084
6187.0,26450.0,121.164101234,31.1631125084
6215.0,18305.0,121.285539445,31.209687875
6339.0,44097.0,121.649751944,31.2261713968
6243.0,56225.0,121.467773692,31.1942096415
6231.0,52610.0,121.411102242,31.2321171043
6156.0,45553.0,121.268842743,30.9633777079
6156.0,45555.0,121.268842743,30.9633777079
6156.0,45729.0,121.286689002,30.9599500949
6146.0,54210.0,121.325939566,31.0140050359
6156.0,47169.0,0,0
6146.0,54211.0,121.325939566,31.0140050359
6146.0,54209.0,121.325939566,31.0140050359
6156.0,45538.0,121.295674834,30.9799935062
6156.0,45779.0,121.273265794,30.9915861977
6156.0,47137.0,121.322161553,31.0075551497
6146.0,12882.0,121.305441317,31.04468028
6146.0,14129.0,121.303675446,31.0395614707
6146.0,12931.0,121.30060796,31.0313609201
6146.0,12930.0,121.30060796,31.0313609201
6146.0,13905.0,121.313927576,31.0546475066
6146.0,12929.0,121.30060796,31.0313609201
6146.0,55041.0,121.325770982,31.0233812017
6346.0,18002.0,121.357908931,31.3457672323
6276.0,8339.0,121.211571538,31.3980030852
6274.0,4690.0,121.311444236,31.4402775612
6276.0,8338.0,121.211571538,31.3980030852
6276.0,9809.0,121.245780548,31.3844692836
6182.0,8994.0,121.164315914,31.3270478382
6182.0,8995.0,121.164315914,31.3270478382
6181.0,36963.0,121.167438611,31.1867073089
6181.0,36962.0,121.167438611,31.1867073089
6181.0,36977.0,121.147996751,31.2081015404
6181.0,36979.0,121.147996751,31.2081015404
6181.0,36993.0,121.147996751,31.2081015404
6181.0,36898.0,121.143617028,31.1990588261
6181.0,36897.0,121.143617028,31.1990588261
6181.0,33538.0,121.229450066,31.2415876851
6181.0,36930.0,121.159177166,31.2140055959
6181.0,37169.0,121.173084231,31.1758022713
6181.0,37170.0,121.173084231,31.1758022713
6181.0,37457.0,121.091740361,31.2132603839
6212.0,21411.0,121.31015724,31.2144677818
6211.0,13090.0,121.246151048,31.1673288232
6211.0,13089.0,121.246151048,31.1673288232
6345.0,851.0,121.432965997,31.352921454
6345.0,849.0,121.432965997,31.352921454
6345.0,850.0,121.432965997,31.352921454
6263.0,58402.0,121.419481374,31.1739438745
6272.0,57858.0,121.490720606,31.346369714
6263.0,58403.0,121.419481374,31.1739438745
6263.0,58401.0,121.419481374,31.1739438745
6217.0,62482.0,121.478289231,31.2561680054
6272.0,57857.0,121.490720606,31.346369714
6176.0,1009.0,121.11611859,31.1589223979
6176.0,1011.0,121.11611859,31.1589223979
6187.0,25234.0,121.181906866,31.1603267257
6176.0,1010.0,121.11611859,31.1589223979
6187.0,25233.0,121.181906866,31.1603267257
6324.0,61890.0,121.456509623,31.2751413845
6262.0,4642.0,121.40736353,31.1377905129
6262.0,4658.0,121.417617891,31.131918882
6262.0,4657.0,121.417617891,31.131918882
6262.0,4674.0,121.417617891,31.131918882
6262.0,4675.0,121.417617891,31.131918882
6262.0,4673.0,121.417617891,31.131918882
6262.0,4659.0,121.417617891,31.131918882
6212.0,4529.0,121.325401031,31.2214827835
6210.0,25170.0,121.310347205,31.1506532055
6212.0,4531.0,121.325401031,31.2214827835
6212.0,21393.0,121.307678407,31.2054282583
6212.0,21395.0,121.307678407,31.2054282583
6212.0,22563.0,121.375869003,31.1075043427
6212.0,22082.0,121.305633931,31.2125572896
6184.0,50401.0,121.487575233,31.1789984455
6218.0,62898.0,121.491111422,31.1621825397
6303.0,24785.0,121.563850059,31.3584412346
6184.0,50402.0,121.487575233,31.1789984455
6158.0,5491.0,121.231077049,31.0216767468
6343.0,14306.0,121.387759154,31.3512130741
6343.0,14307.0,121.387615044,31.351488051
6344.0,42801.0,121.35033831,31.4020113741
6346.0,18017.0,121.353078673,31.339956998
6343.0,14305.0,121.387759154,31.3512130741
6252.0,26594.0,121.38691144,31.099150975
6252.0,26593.0,121.38691144,31.099150975
6182.0,15186.0,121.176240916,31.2940600529
6151.0,39202.0,121.328872509,31.1937000356
6151.0,39201.0,121.328872509,31.1937000356
6151.0,39186.0,121.328872509,31.1937000356
6151.0,39043.0,121.330977571,31.1969956637
6211.0,12675.0,121.230149413,31.1587038216
6211.0,14145.0,121.23964197,31.1377370872
6211.0,12674.0,121.230149413,31.1587038216
6211.0,12673.0,121.230149413,31.1587038216
6187.0,24946.0,121.166047563,31.1420069028
6158.0,26161.0,121.258809894,31.0167454815
6224.0,1251.0,121.227248664,30.9986366887
6255.0,41539.0,121.401956034,31.2993725506
6205.0,62947.0,121.429476115,31.1990375418
6189.0,21603.0,120.9295817,31.1205853324
6206.0,258.0,121.438819978,31.3647587584
6349.0,53026.0,121.725421249,31.1280715072
6163.0,1585.0,121.259308369,31.3519283268
6295.0,62243.0,121.522802245,30.8331053499
6343.0,37634.0,121.380865582,31.3150059215
6176.0,8465.0,121.139219514,31.1522823774
6176.0,8707.0,121.121554261,31.1469725562
6237.0,59010.0,121.502120177,30.9877085355
6172.0,65490.0,121.38577186,30.7798246134
6171.0,58355.0,121.306852002,30.8891770622
6302.0,29124.0,121.593700903,31.266269825
6356.0,2049.0,121.410296571,31.6210300921
6224.0,4130.0,121.21154986,31.0011631177
6291.0,61873.0,121.492225951,31.2027045501
6363.0,53537.0,121.54278691,31.3065563354
6170.0,53346.0,121.038940325,30.9456974604
6230.0,53873.0,121.423287023,31.249887577
6230.0,53330.0,121.446654778,31.2571467057
6273.0,62770.0,121.495541205,31.3782966682
6170.0,57297.0,121.080200341,30.945516347
6282.0,25105.0,121.52841918,31.2405712648
6231.0,49697.0,121.406292694,31.2315421939
6315.0,21810.0,121.566265583,31.2568365344
6282.0,27537.0,121.52453131,31.2388274166
6299.0,63889.0,121.468365121,31.2310357063
6299.0,63778.0,121.460856793,31.2350753882
6353.0,62161.0,121.410365121,31.2633380833
6273.0,64529.0,121.494839679,31.3778486242
6392.0,50930.0,121.514372901,31.3062853445
6164.0,17731.0,121.351641878,31.296003174
6294.0,46002.0,121.359192281,30.7261012407
6181.0,33426.0,121.205551911,31.2303245418
6187.0,29234.0,121.168125203,31.128024582
6151.0,38532.0,121.320964765,31.1941753714
6276.0,8307.0,121.215197803,31.4051800461
6162.0,28929.0,121.230504208,31.1007824058
6162.0,30209.0,121.205906841,31.095230666
6224.0,5442.0,121.19507884,31.0195643246
6177.0,34337.0,121.320843011,31.2937795868
6276.0,8227.0,121.232160474,31.4150853613
6212.0,4386.0,121.333931627,31.2360017192
6209.0,59265.0,121.452126739,31.2115327906
6165.0,38786.0,0,0
6262.0,55761.0,121.437451383,31.159771356
6218.0,61761.0,121.491055763,31.2456089862
6305.0,60337.0,121.519790137,31.2655928621
6230.0,55795.0,0,0
6230.0,55794.0,0,0
6273.0,63569.0,121.504107665,31.3949957898
6246.0,61779.0,121.462342808,31.2358723613
6246.0,61793.0,121.460408358,31.2392182785
6246.0,61764.0,121.465672196,31.2216979662
6246.0,61474.0,121.481012227,31.1980465753
6270.0,54515.0,121.427790505,31.4553835216
6215.0,37827.0,121.241042084,31.1825615438
6343.0,38193.0,121.386290046,31.3202850104
6230.0,54817.0,0,0
6156.0,16404.0,0,0
6156.0,16405.0,0,0
6318.0,60387.0,0,0
6348.0,65009.0,121.559731929,31.1754522445
6318.0,60386.0,0,0
6290.0,50305.0,121.48841313,31.2117890996
6292.0,58595.0,121.488862919,31.2276252324
6243.0,54417.0,121.455265391,31.190591314
6209.0,58641.0,121.455319711,31.2189018705
6290.0,50307.0,121.48841313,31.2117890996
6282.0,27666.0,121.579600328,31.2475652772
6282.0,27619.0,121.545064173,31.2344705439
6180.0,52625.0,121.403090398,31.2090062928
6392.0,50914.0,121.516853958,31.3056077294
6392.0,50929.0,121.514372901,31.3062853445
6392.0,50931.0,121.514372901,31.3062853445
6392.0,50913.0,121.516853958,31.3056077294
6167.0,2161.0,121.424630816,31.1928018382
6167.0,2162.0,121.424630816,31.1928018382
6217.0,62210.0,121.469325017,31.251474509
6324.0,62690.0,121.452522636,31.278553923
6324.0,62691.0,121.452522636,31.278553923
6339.0,42099.0,121.622530658,31.257762723
6348.0,64930.0,121.582649352,31.1498278826
6324.0,64562.0,121.441914217,31.281491781
6211.0,739.0,121.275869192,31.1680309174
6187.0,13587.0,121.116809394,31.1374467188
6187.0,13586.0,121.116809394,31.1374467188
6187.0,13585.0,121.116809394,31.1374467188
6152.0,42532.0,121.301444185,31.1928110638
6209.0,60595.0,121.493482267,31.235128089
6209.0,60594.0,121.493482267,31.235128089
6150.0,8626.0,121.386794371,31.157388213
6150.0,8625.0,121.386794371,31.157388213
6392.0,49875.0,121.517679283,31.3205049089
6392.0,49873.0,121.517679283,31.3205049089
6305.0,60273.0,121.532625215,31.252741182
6238.0,62483.0,121.640493771,30.9106470795
6270.0,51841.0,121.455554408,31.3944663274
6239.0,50113.0,121.745845964,30.9572057217
6341.0,5089.0,121.434651355,31.6345992483
6296.0,54129.0,121.447092774,30.9323656902
6170.0,54099.0,121.012153773,30.8901792193
6341.0,4867.0,121.575693704,31.5791561656
6170.0,53554.0,121.090677274,30.9539164843
6349.0,49667.0,121.773549121,31.1189338186
6238.0,62322.0,121.68825424,30.8812589487
6357.0,9666.0,121.728081178,31.5718516132
6341.0,4737.0,121.551752622,31.5554645334
6237.0,61187.0,121.601310329,30.9712672914
6351.0,57825.0,121.868988283,30.9268223622
6317.0,15297.0,121.801110287,31.1485383299
6239.0,49778.0,121.65934444,30.9449421306
6291.0,53457.0,121.478680602,31.2173312876
6246.0,61476.0,121.481012227,31.1980465753
6167.0,17937.0,121.3708579,31.1818371265
6163.0,961.0,121.250330909,31.3380383349
6163.0,979.0,121.254069396,31.330755507
6163.0,978.0,121.254069396,31.330755507
6163.0,1889.0,121.263740082,31.3494887664
6163.0,977.0,121.254069396,31.330755507
6163.0,962.0,121.250330909,31.3380383349
6163.0,963.0,121.250330909,31.3380383349
6263.0,1219.0,121.405406554,31.1729477641
6263.0,1217.0,121.406556194,31.1683254602
6164.0,26769.0,121.32348368,31.2327183735
6350.0,54418.0,121.715451465,31.0449199125
6156.0,46449.0,121.306797767,31.0063661701
6146.0,53393.0,121.315983658,31.015400404
6146.0,12354.0,121.321092896,31.06316442
6357.0,8979.0,121.9108503,31.5262315089
6146.0,12353.0,121.321092896,31.06316442
6146.0,12387.0,121.320684557,31.0580557399
6340.0,34449.0,121.56868002,31.2586766573
6318.0,58083.0,121.536962849,31.152591328
6318.0,58065.0,121.536962849,31.152591328
6169.0,12387.0,121.368351177,31.2438551188
6169.0,12386.0,121.368351177,31.2438551188
6169.0,12402.0,121.38636298,31.2383363217
6169.0,12530.0,121.366457999,31.2444106294
6169.0,12418.0,121.38636298,31.2383363217
6169.0,13825.0,121.373246468,31.2380071125
6169.0,12435.0,121.376255896,31.2385941033
6169.0,12433.0,121.376255896,31.2385941033
6169.0,12434.0,121.376255896,31.2385941033
6169.0,12450.0,121.375069567,31.242711523
6169.0,12449.0,121.375069567,31.242711523
6169.0,12625.0,121.383030023,31.2448952535
6169.0,12610.0,121.383030023,31.2448952535
6169.0,12626.0,121.383030023,31.2448952535
6169.0,12627.0,121.383030023,31.2448952535
6148.0,257.0,121.192616653,31.0561298818
