,time,predict-Long,predict-Lat,real-Long,real-Lat,ServingBase-Long,ServingBase-Lat
4210,15:10:51,121.448719349,31.1921564604,121.4491667,31.1923,121.45232,31.193257
4211,15:10:52,121.448439395,31.192030986,121.4491667,31.1923,121.45232,31.193257
4212,15:10:52,121.4488867,31.19220833,121.4491583,31.192295,121.45232,31.193257
4213,15:10:53,121.448439395,31.192030986,121.4491583,31.192295,121.45232,31.193257
4214,15:10:54,121.448439395,31.192030986,121.4491333,31.192285,121.45232,31.193257
4215,15:10:54,121.448719349,31.1921564604,121.4491333,31.192285,121.45232,31.193257
4216,15:10:55,121.448719349,31.1921564604,121.4491217,31.19228,121.45232,31.193257
4217,15:10:55,121.448719349,31.1921564604,121.4491217,31.19228,121.45232,31.193257
4218,15:10:56,121.448719349,31.1921564604,121.4491217,31.19228,121.45232,31.193257
4219,15:10:56,121.448719349,31.1921564604,121.449105,31.19229667,121.45232,31.193257
4220,15:10:57,121.448719349,31.1921564604,121.449105,31.19229667,121.45232,31.193257
4221,15:10:57,121.448439395,31.192030986,121.4490933,31.192305,121.45232,31.193257
4222,15:10:58,121.449035227,31.1922521752,121.4490933,31.192305,121.45232,31.193257
4223,15:10:58,121.448439395,31.192030986,121.4490767,31.19230333,121.45232,31.193257
4224,15:10:59,121.448439395,31.192030986,121.4490767,31.19230333,121.45232,31.193257
4225,15:10:59,121.448439395,31.192030986,121.4490583,31.19230167,121.45232,31.193257
4226,15:11:00,121.448439395,31.192030986,121.4490583,31.19230167,121.45232,31.193257
4227,15:11:00,121.448439395,31.192030986,121.4490417,31.19229667,121.45232,31.193257
4228,15:11:01,121.448719349,31.1921564604,121.4490417,31.19229667,121.45232,31.193257
4229,15:11:01,121.448439395,31.192030986,121.4490417,31.19229667,121.45232,31.193257
4230,15:11:02,121.448439395,31.192030986,121.4490283,31.19229167,121.45232,31.193257
4231,15:11:02,121.448719349,31.1921564604,121.44902,31.19229167,121.45232,31.193257
4232,15:11:03,121.448439395,31.192030986,121.44902,31.19229167,121.45232,31.193257
4233,15:11:03,121.448719349,31.1921564604,121.4490133,31.19229,121.45232,31.193257
4234,15:11:04,121.448719349,31.1921564604,121.4490133,31.19229,121.45232,31.193257
4235,15:11:04,121.448719349,31.1921564604,121.4490067,31.192285,121.45232,31.193257
4236,15:11:05,121.448439395,31.192030986,121.4490067,31.192285,121.45232,31.193257
4237,15:11:05,121.448439395,31.192030986,121.4489967,31.19228,121.45232,31.193257
4238,15:11:05,121.448439395,31.192030986,121.4489967,31.19228,121.45232,31.193257
4239,15:11:06,121.448439395,31.192030986,121.4489967,31.19228,121.45232,31.193257
4240,15:11:06,121.448719349,31.1921564604,121.448985,31.19227333,121.45232,31.193257
4241,15:11:07,121.448439395,31.192030986,121.448975,31.19226667,121.45232,31.193257
4242,15:11:07,121.448719349,31.1921564604,121.448975,31.19226667,121.45232,31.193257
4243,15:11:08,121.448719349,31.1921564604,121.448965,31.19226333,121.45232,31.193257
4244,15:11:08,121.448439395,31.192030986,121.448965,31.19226333,121.45232,31.193257
4245,15:11:09,121.448719349,31.1921564604,121.4489567,31.19225667,121.45232,31.193257
4246,15:11:09,121.448439395,31.192030986,121.4489567,31.19225667,121.45232,31.193257
4247,15:11:10,121.448719349,31.1921564604,121.4489567,31.19225667,121.45232,31.193257
4248,15:11:10,121.448439395,31.192030986,121.4489467,31.19225167,121.45232,31.193257
4249,15:11:11,121.448439395,31.192030986,121.4489467,31.19225167,121.45232,31.193257
4250,15:11:11,121.448439395,31.192030986,121.4489467,31.19225167,121.45232,31.193257
4251,15:11:12,121.448439395,31.192030986,121.4489383,31.19224833,121.45232,31.193257
4252,15:11:12,121.448439395,31.192030986,121.448935,31.192245,121.45232,31.193257
4253,15:11:13,121.448439395,31.192030986,121.448935,31.192245,121.45232,31.193257
4254,15:11:13,121.448719349,31.1921564604,121.4489283,31.19224167,121.45232,31.193257
4255,15:11:14,121.448719349,31.1921564604,121.4489283,31.19224167,121.45232,31.193257
4256,15:11:14,121.448719349,31.1921564604,121.44892,31.19223833,121.45232,31.193257
4257,15:11:15,121.448439395,31.192030986,121.44892,31.19223833,121.45232,31.193257
4258,15:11:15,121.448439395,31.192030986,121.4489083,31.19223167,121.45232,31.193257
4259,15:11:16,121.448439395,31.192030986,121.4489083,31.19223167,121.45232,31.193257
