121.447437738,31.1915858264,0,0,-64.0
121.447437738,31.1915858264,0,0,-62.0
121.447437738,31.1915858264,121.450022927,31.1928977703,-64.0
121.447437738,31.1915858264,121.450022927,31.1928977703,-58.0
121.447437738,31.1915858264,121.450022927,31.1928977703,-61.0
121.447437738,31.1915858264,121.450022927,31.1928977703,-63.0
121.447437738,31.1915858264,121.450022927,31.1928977703,-64.0
121.447437738,31.1915858264,121.450022927,31.1928977703,-62.0
121.447439434,31.1915858234,121.450022927,31.1928977703,-65.0
121.447439434,31.1915858234,121.450022927,31.1928977703,-69.0
121.447439434,31.1915858234,121.450022927,31.1928977703,-68.0
121.447439434,31.1915858234,0,0,-55.0
121.447439434,31.1915858234,0,0,-51.0
121.447439434,31.1915858234,121.450022927,31.1928977703,-51.0
121.447439434,31.1915858234,121.450022927,31.1928977703,-53.0
121.447439434,31.1915858234,121.450022927,31.1928977703,-62.0
121.447439434,31.1915858234,121.450022927,31.1928977703,-62.0
121.447447717,31.1915891404,121.450022927,31.1928977703,-62.0
121.447447717,31.1915891404,121.450022927,31.1928977703,-63.0
121.447447717,31.1915891404,121.450022927,31.1928977703,-65.0
121.447439434,31.191589155,121.450022927,31.1928977703,-65.0
121.447439434,31.191589155,121.450022927,31.1928977703,-69.0
121.447431152,31.1915891697,121.450022927,31.1928977703,-69.0
121.447431152,31.1915891697,121.450022927,31.1928977703,-67.0
121.447429455,31.1915891727,121.450022927,31.1928977703,-66.0
121.447429455,31.1915891727,121.450022927,31.1928977703,-68.0
121.447429455,31.1915891727,121.450022927,31.1928977703,-66.0
121.447429455,31.1915891727,121.450022927,31.1928977703,-60.0
121.447436141,31.1915908317,121.450022927,31.1928977703,-66.0
121.447436141,31.1915908317,121.450022927,31.1928977703,-65.0
121.447436141,31.1915908317,121.450022927,31.1928977703,-62.0
121.447441131,31.1915924937,121.450022927,31.1928977703,-59.0
121.447444424,31.1915974903,121.450022927,31.1928977703,-67.0
121.447444424,31.1915974903,121.450022927,31.1928977703,-66.0
121.447442728,31.191600825,121.450022927,31.1928977703,-69.0
121.447442728,31.191600825,121.450022927,31.1928977703,-72.0
