121.4428333,31.193475,,,-64.0
121.4428333,31.193475,,,-62.0
121.4428333,31.193475,121.445424,31.194791,-64.0
121.4428333,31.193475,121.445424,31.194791,-58.0
121.4428333,31.193475,121.445424,31.194791,-61.0
121.4428333,31.193475,121.445424,31.194791,-63.0
121.4428333,31.193475,121.445424,31.194791,-64.0
121.4428333,31.193475,121.445424,31.194791,-62.0
121.442835,31.193475,121.445424,31.194791,-65.0
121.442835,31.193475,121.445424,31.194791,-69.0
121.442835,31.193475,121.445424,31.194791,-68.0
121.442835,31.193475,,,-55.0
121.442835,31.193475,,,-51.0
121.442835,31.193475,121.445424,31.194791,-51.0
121.442835,31.193475,121.445424,31.194791,-53.0
121.442835,31.193475,121.445424,31.194791,-62.0
121.442835,31.193475,121.445424,31.194791,-62.0
121.4428433,31.19347833,121.445424,31.194791,-62.0
121.4428433,31.19347833,121.445424,31.194791,-63.0
121.4428433,31.19347833,121.445424,31.194791,-65.0
121.442835,31.19347833,121.445424,31.194791,-65.0
121.442835,31.19347833,121.445424,31.194791,-69.0
121.4428267,31.19347833,121.445424,31.194791,-69.0
121.4428267,31.19347833,121.445424,31.194791,-67.0
121.442825,31.19347833,121.445424,31.194791,-66.0
121.442825,31.19347833,121.445424,31.194791,-68.0
121.442825,31.19347833,121.445424,31.194791,-66.0
121.442825,31.19347833,121.445424,31.194791,-60.0
121.4428317,31.19348,121.445424,31.194791,-66.0
121.4428317,31.19348,121.445424,31.194791,-65.0
121.4428317,31.19348,121.445424,31.194791,-62.0
121.4428367,31.19348167,121.445424,31.194791,-59.0
121.44284,31.19348667,121.445424,31.194791,-67.0
121.44284,31.19348667,121.445424,31.194791,-66.0
121.4428383,31.19349,121.445424,31.194791,-69.0
121.4428383,31.19349,121.445424,31.194791,-72.0
121.4428367,31.19349667,121.445424,31.194791,-67.0
121.4428367,31.19349667,121.445424,31.194791,-70.0
121.44284,31.193505,121.445424,31.194791,-66.0
121.44284,31.193505,121.445424,31.194791,-62.0
121.44284,31.193505,121.445424,31.194791,-62.0
121.4428433,31.19351167,121.445424,31.194791,-65.0
121.442845,31.19351833,121.445424,31.194791,-63.0
121.442845,31.19351833,121.445424,31.194791,-60.0
121.44285,31.19352333,121.445424,31.194791,-61.0
121.44285,31.19352333,121.445424,31.194791,-60.0
121.44285,31.19352333,121.445424,31.194791,-70.0
