1	pred_lon	0.089768
2	longitude	0.088654
3	n_lon	0.086420
4	p_lon	0.079491
5	latitude	0.060138
6	p_lat	0.059013
7	n_lat	0.056855
8	pred_lat	0.055003
9	LAC	0.044451
10	All-Neighbor LAC (Sorted)[1]	0.043421
11	All-Neighbor LAC (Sorted)[2]	0.029399
12	5	0.021095
13	6	0.020225
14	8	0.019609
15	All-Neighbor LAC (Sorted)[3]	0.017505
16	3	0.015369
17	All-Neighbor RxLev (dBm) (Sorted)[2]	0.013585
18	All-Neighbor Cell Id (Sorted)[2]	0.013427
19	2	0.012864
20	4	0.011411
21	All-Neighbor Cell Id (Sorted)[1]	0.010198
22	CI	0.010102
23	All-Neighbor LAC (Sorted)[4]	0.009800
24	1	0.007585
25	10	0.007580
26	All-Neighbor Cell Id (Sorted)[3]	0.006818
27	0	0.006551
28	9	0.006107
29	All-Neighbor LAC (Sorted)[5]	0.005692
30	All-Neighbor RxLev (dBm) (Sorted)[3]	0.005406
31	n_timegap	0.003893
32	7	0.003835
33	p_timegap	0.003352
34	All-RxLev Sub (dBm)	0.003198
35	All-Neighbor Cell Id (Sorted)[4]	0.003178
36	All-RxLev Full (dBm)	0.003151
37	All-Neighbor RxLev (dBm) (Sorted)[1]	0.003136
38	All-Neighbor LAC (Sorted)[6]	0.003061
39	n_angle	0.002894
40	All-Neighbor RxLev (dBm) (Sorted)[4]	0.002893
41	p_angle	0.002605
42	n_dist	0.002312
43	p_speed	0.002164
44	n_speed	0.002109
45	p_dist	0.002108
46	323	0.001767
47	All-Neighbor RxLev (dBm) (Sorted)[5]	0.001758
48	All-Neighbor Cell Id (Sorted)[5]	0.001503
49	480	0.001308
50	All-Neighbor RxLev (dBm) (Sorted)[6]	0.001094
51	All-Neighbor Cell Id (Sorted)[6]	0.001062
52	321	0.000906
53	328	0.000831
54	168	0.000772
55	571	0.000749
56	425	0.000628
57	202	0.000597
58	99	0.000570
59	153	0.000527
60	429	0.000459
61	254	0.000451
62	73	0.000439
63	224	0.000436
64	334	0.000430
65	185	0.000385
66	613	0.000380
67	11	0.000362
68	623	0.000359
69	666	0.000333
70	42	0.000321
71	64	0.000302
72	62	0.000286
73	325	0.000276
74	514	0.000264
75	139	0.000254
76	162	0.000253
77	180	0.000253
78	146	0.000228
79	28	0.000225
80	166	0.000222
81	24	0.000221
82	231	0.000217
83	67	0.000214
84	183	0.000212
85	554	0.000210
86	324	0.000206
87	211	0.000201
88	170	0.000200
89	244	0.000197
90	106	0.000195
91	102	0.000194
92	532	0.000184
93	262	0.000184
94	263	0.000171
95	66	0.000168
96	63	0.000166
97	249	0.000165
98	124	0.000161
99	118	0.000160
100	648	0.000155
101	381	0.000153
102	327	0.000148
103	630	0.000148
104	97	0.000143
105	95	0.000139
106	330	0.000134
107	436	0.000133
108	52	0.000131
109	339	0.000130
110	72	0.000123
111	432	0.000123
112	60	0.000122
113	204	0.000122
114	320	0.000121
115	579	0.000120
116	577	0.000118
117	433	0.000116
118	174	0.000116
119	186	0.000115
120	23	0.000115
121	129	0.000113
122	430	0.000112
123	29	0.000111
124	428	0.000110
125	437	0.000109
126	341	0.000109
127	545	0.000108
128	435	0.000105
129	721	0.000104
130	627	0.000102
131	624	0.000102
132	277	0.000102
133	181	0.000099
134	50	0.000099
135	257	0.000099
136	500	0.000098
137	261	0.000097
138	668	0.000095
139	703	0.000095
140	400	0.000094
141	132	0.000093
142	255	0.000093
143	585	0.000093
144	488	0.000093
145	145	0.000092
146	157	0.000089
147	165	0.000089
148	273	0.000087
149	486	0.000086
150	17	0.000085
151	253	0.000084
152	342	0.000083
153	723	0.000082
154	423	0.000082
155	18	0.000081
156	607	0.000080
157	142	0.000080
158	238	0.000080
159	94	0.000080
160	618	0.000078
161	358	0.000078
162	672	0.000077
163	377	0.000077
164	140	0.000077
165	119	0.000077
166	331	0.000077
167	371	0.000077
168	182	0.000076
169	336	0.000076
170	175	0.000075
171	705	0.000074
172	410	0.000074
173	347	0.000074
174	225	0.000074
175	81	0.000073
176	14	0.000072
177	422	0.000071
178	236	0.000069
179	416	0.000068
180	207	0.000067
181	189	0.000067
182	137	0.000067
183	32	0.000066
184	205	0.000065
185	644	0.000064
186	221	0.000062
187	167	0.000061
188	586	0.000061
189	138	0.000061
190	569	0.000060
191	502	0.000060
192	492	0.000059
193	558	0.000058
194	246	0.000057
195	178	0.000057
196	276	0.000056
197	512	0.000056
198	379	0.000056
199	40	0.000056
200	199	0.000055
201	100	0.000055
202	431	0.000055
203	158	0.000055
204	651	0.000055
205	552	0.000055
206	501	0.000054
207	617	0.000054
208	439	0.000054
209	421	0.000052
210	103	0.000051
211	169	0.000051
212	171	0.000051
213	15	0.000051
214	149	0.000050
215	386	0.000050
216	37	0.000050
217	177	0.000049
218	307	0.000049
219	444	0.000049
220	172	0.000049
221	489	0.000049
222	101	0.000048
223	51	0.000048
224	69	0.000048
225	48	0.000048
226	135	0.000047
227	230	0.000047
228	533	0.000047
229	122	0.000046
230	216	0.000046
231	374	0.000046
232	462	0.000046
233	482	0.000045
234	669	0.000044
235	337	0.000043
236	84	0.000042
237	38	0.000042
238	594	0.000042
239	509	0.000041
240	213	0.000041
241	481	0.000041
242	578	0.000041
243	223	0.000041
244	22	0.000041
245	449	0.000040
246	443	0.000040
247	561	0.000040
248	291	0.000039
249	702	0.000039
250	96	0.000038
251	147	0.000038
252	587	0.000038
253	31	0.000037
254	704	0.000037
255	121	0.000037
256	434	0.000037
257	653	0.000037
258	198	0.000037
259	220	0.000037
260	83	0.000036
261	496	0.000036
262	130	0.000036
263	340	0.000036
264	53	0.000035
265	297	0.000035
266	390	0.000035
267	355	0.000035
268	326	0.000035
269	237	0.000034
270	592	0.000034
271	357	0.000034
272	91	0.000034
273	19	0.000034
274	699	0.000034
275	193	0.000033
276	126	0.000033
277	344	0.000033
278	229	0.000033
279	581	0.000033
280	415	0.000032
281	150	0.000032
282	692	0.000032
283	197	0.000031
284	200	0.000031
285	227	0.000030
286	387	0.000030
287	572	0.000030
288	363	0.000030
289	645	0.000030
290	632	0.000030
291	258	0.000030
292	212	0.000030
293	479	0.000029
294	665	0.000029
295	111	0.000029
296	671	0.000029
297	706	0.000029
298	460	0.000029
299	176	0.000029
300	156	0.000028
301	694	0.000028
302	420	0.000028
303	343	0.000028
304	580	0.000028
305	303	0.000028
306	485	0.000027
307	474	0.000027
308	131	0.000027
309	250	0.000027
310	469	0.000027
311	233	0.000027
312	411	0.000027
313	641	0.000027
314	282	0.000027
315	685	0.000027
316	719	0.000026
317	113	0.000026
318	284	0.000026
319	49	0.000026
320	468	0.000025
321	658	0.000025
322	455	0.000025
323	638	0.000025
324	710	0.000025
325	349	0.000024
326	123	0.000024
327	686	0.000024
328	542	0.000024
329	583	0.000023
330	412	0.000023
331	678	0.000023
332	442	0.000023
333	380	0.000023
334	264	0.000023
335	154	0.000022
336	152	0.000022
337	317	0.000022
338	75	0.000022
339	393	0.000022
340	352	0.000022
341	260	0.000022
342	289	0.000022
343	584	0.000022
344	26	0.000022
345	46	0.000021
346	649	0.000021
347	598	0.000021
348	300	0.000021
349	447	0.000021
350	78	0.000021
351	367	0.000020
352	353	0.000020
353	397	0.000020
354	494	0.000020
355	356	0.000020
356	117	0.000020
357	715	0.000020
358	647	0.000020
359	633	0.000020
360	414	0.000020
361	634	0.000020
362	271	0.000020
363	391	0.000019
364	209	0.000019
365	427	0.000019
366	21	0.000019
367	82	0.000019
368	332	0.000019
369	674	0.000019
370	606	0.000019
371	440	0.000019
372	335	0.000019
373	319	0.000019
374	329	0.000019
375	530	0.000018
376	713	0.000018
377	490	0.000018
378	71	0.000018
379	112	0.000018
380	314	0.000018
