LAC,CI,longitude,latitude
174,45941,121.48453,31.26386
175,51702,121.38721,31.21503
218,30111,121.30833,31.16861
219,46322,121.61361,31.13998
167,11162,121.46,31.25389
161,21133,121.60648,31.53339
163,49492,121.47281,31.22321
201,63383,121.36292,31.10447
178,34683,121.25314,31.32572
167,31552,121.43148,31.2721
217,20891,121.12064,30.99907
174,11562,121.48965,31.28387
163,47661,121.47008,31.23501
176,11251,121.51562,31.17883
163,31071,121.47233,31.21653
218,27703,121.2927,31.19374
174,32301,121.49978,31.26759
178,32574,121.17587,31.36064
161,10053,121.67315,31.39275
176,46221,121.92501,30.90925
165,13631,121.27922,31.20645
204,35632,121.39666,31.13342
167,11522,121.44833,31.26781
218,28272,121.2927,31.19374
201,51321,121.32767,31.10949
207,11491,121.3761,30.83082
180,14431,121.30459,31.26269
212,12083,121.221,31.1281
214,21912,121.22173,30.91028
163,37661,121.47008,31.23501
212,20291,121.17694,31.1975
178,32041,121.22742,31.42098
203,11293,121.59512,31.00321
219,21963,121.59499,31.18865
166,40574,121.52588,31.26133
175,31073,121.38717,31.23741
205,22371,121.41584,31.19594
211,50971,121.71,31.03254
201,33461,121.32077,31.12972
164,2012,121.4954,31.38575
219,46783,121.61408,31.15731
172,20343,121.43678,31.31199
206,14181,121.70364,31.15074
212,46523,121.17131,31.11313
162,26502,121.62667,31.26274
208,38533,121.48768,31.19076
168,40121,121.37389,31.26333
177,50493,121.599,31.2863
205,11213,121.40259,31.13938
165,22263,121.28096,31.25814
166,12222,121.50381,31.27336
209,30151,121.19888,31.05194
173,49174,121.50996,31.22299
204,62,121.38862,31.14254
204,10922,121.382,31.18022
207,47913,121.75562,30.87503
215,22752,121.38758,31.03875
214,14403,121.37829,30.90173
201,32872,121.33401,31.13527
178,10493,121.26434,31.32731
218,50023,121.25583,31.15583
210,50081,121.42484,31.20074
212,32794,121.17036,31.11396
181,32552,121.49581,31.30127
162,31741,121.64172,31.23616
176,173,121.56251,31.14076
178,21442,121.198,31.3445
215,47223,121.38457,31.10589
209,10672,121.24416,31.02083
179,52362,121.61088,31.21463
170,21911,121.55196,31.20257
174,32802,121.4767,31.24593
209,14312,121.18555,31.0155
201,31881,121.28795,31.17562
212,23291,121.21855,31.16591
167,10793,121.45171,31.29573
201,31442,121.30511,31.11781
211,20461,121.73525,31.0563
202,20552,121.36607,30.77136
161,11451,121.68158,31.6344
204,50471,121.36833,31.10694
207,13473,121.58273,30.84523
168,31672,121.41396,31.24535
210,47192,121.4304,31.1986
209,14291,121.19555,31.05397
205,22742,121.41767,31.18853
169,28811,121.40121,31.20738
210,46633,121.43133,31.20071
202,20052,121.31577,31.04407
171,11341,121.42121,31.2363
177,25372,121.60719,31.30656
176,50033,121.55778,31.16556
180,341,121.31361,31.33889
212,33413,121.09414,31.15446
161,21793,121.76341,31.51966
180,14763,121.32301,31.32834
218,28004,121.2927,31.19374
168,30392,121.424,31.3009
208,24021,121.46471,31.20776
215,10943,121.38848,31.06639
178,45594,121.27291,31.38217
211,13671,121.74182,31.04987
162,51651,121.65031,31.27212
174,222,121.48011,31.2932
171,20502,121.41722,31.21861
180,31321,121.285,31.2917
209,24422,121.24391,31.02609
216,48113,121.49015,31.18607
175,912,121.40069,31.24175
201,12082,121.31136,31.11717
218,31571,121.29494,31.19455
204,31493,121.37615,31.16519
175,20931,121.39389,31.23306
180,23293,121.29976,31.262
209,46123,121.24141,31.05738
176,12451,121.52567,31.17292
218,28041,121.2927,31.19374
177,30733,121.56112,31.26412
205,22121,121.42192,31.16474
179,51322,121.54774,31.23762
210,363,121.45583,31.19056
175,30682,121.39479,31.24659
214,26562,121.43974,30.90745
213,30451,121.60389,31.10611
180,30101,121.34417,31.32194
162,11152,121.6995,31.2015
178,14892,121.193,31.4406
165,30382,121.16833,31.29666
211,23912,121.8798,30.89846
219,52333,121.59946,31.14021
202,12583,121.33568,30.70928
218,47956,121.2927,31.19374
205,59482,121.4057,31.1713
173,47013,121.50792,31.22883
177,50662,121.5897,31.26855
166,2392,121.52245,31.28642
167,50424,121.43556,31.29333
175,47042,121.38471,31.23749
167,52691,121.428,31.2914
212,23273,121.12336,31.14227
203,21762,121.47044,31.01318
214,45382,121.31654,30.93834
180,24561,121.34442,31.2473
176,20022,121.51673,31.14367
168,11861,121.41904,31.27155
166,31031,121.53545,31.28278
180,23352,121.29551,31.32154
213,46212,121.42117,31.11162
204,11322,121.3827,31.10985
174,30062,121.48339,31.2782
167,32021,121.44105,31.28999
164,21892,121.39709,31.39655
178,30511,121.21465,31.35895
173,25882,121.50122,31.23763
163,31642,121.48372,31.23077
173,50543,121.50716,31.23699
216,721,121.44884,31.15137
213,45431,121.50395,31.10067
206,10352,121.64375,31.07825
177,22233,121.57121,31.30659
170,50632,121.55988,31.19589
168,47591,121.39777,31.25726
218,51212,121.28891,31.12798
164,11961,121.32166,31.43953
174,21933,121.46246,31.2691
166,22221,121.50381,31.27336
204,45643,121.39666,31.13342
217,10601,121.05271,31.10918
174,11032,121.472,31.2724
211,21461,121.77077,31.05086
176,46242,121.50527,31.17455
204,47452,121.37493,31.10974
210,47701,121.4452,31.19051
172,10101,121.455,31.30778
161,31032,121.74318,31.39428
181,21901,121.53552,31.30344
204,30271,121.38255,31.13745
162,12493,121.69088,31.26131
171,30631,121.41911,31.20947
169,30402,121.363,31.2156
164,45711,121.41682,31.41307
212,25301,121.22435,31.16047
182,46131,121.35363,31.22271
174,11932,121.46246,31.2691
161,33031,121.69961,31.39693
182,48401,121.37447,31.23044
166,46292,121.49826,31.27561
177,45061,121.59162,31.33631
178,10421,121.26111,31.38694
165,36304,121.32092,31.19818
215,11313,121.45522,31.05228
162,11971,121.65938,31.2769
177,33071,121.57205,31.29292
212,31893,121.21717,31.09148
218,27866,121.2927,31.19374
165,11941,121.3355,31.2347
212,30591,121.11433,31.17924
182,32133,121.35306,31.19618
218,22192,121.25906,31.1905
204,2253,121.39366,31.14844
165,44202,121.14755,31.32247
174,50451,121.47938,31.27522
211,14192,121.83848,30.93164
213,46381,121.52573,31.09891
162,30543,121.65821,31.2346
176,51263,121.5434,31.18249
209,10952,121.24,31.01602
219,48601,121.59906,31.19506
203,26851,121.4353,31.0175
201,23112,121.33477,31.09752
168,47401,121.39804,31.25558
202,50043,121.30806,31.02028
167,22702,121.43908,31.26679
206,14441,121.67861,31.06731
162,46392,121.69343,31.19697
204,11083,121.37798,31.15943
202,33833,121.32008,31.05418
211,23763,121.75873,31.03639
201,22723,121.32459,31.15261
173,46961,121.50273,31.24299
173,46964,121.50273,31.24299
219,27482,121.66185,31.14649
202,11883,121.30017,31.01627
171,10664,121.42306,31.22528
203,50162,121.55645,30.98936
206,52191,121.59889,31.20139
162,20544,121.65821,31.2346
203,12712,121.59945,31.05067
171,31441,121.42819,31.21079
162,10452,121.69597,31.26845
174,11041,121.476,31.2789
172,20262,121.46341,31.30739
218,20742,121.278,31.1196
211,23422,121.91325,30.8861
162,10581,121.65101,31.26302
205,50453,121.41836,31.18338
169,26451,121.33264,31.1515
212,20422,121.09841,31.16741
176,46072,121.43026,31.20449
206,48492,121.6152,31.11731
164,31291,121.29208,31.47938
208,43771,121.47752,31.19924
171,46151,121.41995,31.21877
168,20471,121.37414,31.28024
202,20532,121.32348,30.72705
176,31432,121.52028,31.12715
205,30083,121.40862,31.17045
209,20183,121.25353,31.06329
181,47541,121.51305,31.30058
179,22352,121.62833,31.21836
162,12522,121.66689,31.28997
181,32071,121.53463,31.30849
201,1362,121.35967,31.0833
182,20273,121.37027,31.25194
216,50922,121.44347,31.15559
215,10133,121.36333,31.06583
209,46052,121.03883,30.89601
162,26321,121.61574,31.26324
171,45531,121.45002,31.23266
164,10312,121.47944,31.36944
165,10372,121.12909,31.31841
219,25622,121.57496,31.13609
172,11052,121.47,31.327
173,56002,121.49826,31.24145
164,10402,121.46592,31.37345
214,46251,121.34372,30.80391
201,50261,121.31661,31.11959
162,11764,121.65369,31.27767
209,54351,121.20971,31.05881
167,10333,121.43253,31.26585
203,11762,121.47044,31.01318
220,2151,121.42175,31.15717
212,47691,121.13239,31.1548
175,31594,121.40852,31.21644
178,11532,121.17163,31.36898
172,31672,121.492,31.31214
178,20452,121.24163,31.38947
203,12322,121.43484,31.01586
180,20062,121.35138,31.28944
163,31714,121.47354,31.23513
163,21642,121.48372,31.23077
163,27861,121.48519,31.2046
217,10413,121.144,31.02364
165,10781,121.195,31.3073
204,51751,121.37447,31.18045
177,20661,121.5897,31.26855
169,25512,121.40522,31.20679
181,52072,121.53463,31.30849
209,14282,121.19275,31.05357
207,22413,121.56758,30.87676
167,48383,121.47293,31.25452
169,21462,121.38635,31.20833
170,20693,121.51331,31.20492
161,21043,121.38258,31.63846
167,11993,121.44373,31.2752
177,12161,121.579,31.2545
168,31551,121.37337,31.28444
175,30792,121.39158,31.24045
209,56031,121.23023,31.00634
176,22191,121.50878,31.19669
170,26563,121.6694,31.2156
177,21263,121.6025,31.31139
172,20481,121.53392,31.32742
165,22101,121.18253,31.31786
208,20302,121.48451,31.20371
182,48391,121.34972,31.22454
217,13221,121.0091,30.97968
210,46072,121.42844,31.18761
205,22922,121.42111,31.18509
163,31133,121.4778,31.2395
205,51243,121.41831,31.17318
201,11282,121.26315,31.08378
208,46462,121.45426,31.2071
212,23651,121.24552,31.1127
163,523,121.47805,31.24111
170,36573,121.6764,31.19958
204,12362,121.36977,31.1298
210,20363,121.45583,31.19056
164,1972,121.47662,31.41177
209,46041,121.03883,30.89601
217,50243,121.05266,31.07775
204,50181,121.3873,31.13497
212,13573,121.20052,31.08303
201,13042,121.35532,31.13276
162,21274,121.66487,31.24006
175,50831,121.39095,31.2361
170,46642,121.34573,31.28373
178,21302,121.24018,31.46749
172,10593,121.4888,31.31042
164,45321,121.46467,31.40931
174,31081,121.49628,31.27695
204,1753,121.37447,31.18045
209,25061,121.2348,31.01021
206,35742,121.80489,31.15311
216,48571,121.48609,31.18505
214,12412,121.24484,30.84266
161,35263,121.83243,31.48673
178,12303,121.20345,31.42054
173,28543,121.51055,31.23477
169,25462,121.39798,31.2067
202,13681,121.34467,30.73183
220,50361,121.42979,31.15162
211,20281,121.88981,30.88904
205,52481,121.42042,31.16974
212,46321,121.0919,31.17495
166,20843,121.53414,31.27307
216,10823,121.47139,31.1867
204,32212,121.37093,31.14441
174,31861,121.47411,31.27057
180,12871,121.37049,31.36228
179,22553,121.56729,31.22095
202,46182,121.34003,30.70708
213,30693,121.49741,31.14084
168,32033,121.41403,31.24256
172,45932,121.3896,31.3209
180,10125,121.32243,31.29263
174,51852,121.48883,31.27782
214,35102,121.32174,30.83525
217,23082,121.15635,31.05077
210,46821,121.42918,31.19437
174,11822,121.48124,31.25442
165,31191,121.25314,31.21478
211,47691,121.88598,30.88487
201,121,121.32472,31.16583
215,51932,121.401,31.0881
212,13771,121.1149,31.0824
173,20433,121.51417,31.22489
172,20913,121.44238,31.31983
173,40304,121.48842,31.22955
216,48232,121.50013,31.19765
175,10311,121.38192,31.23356
172,32,121.49056,31.32278
176,923,121.56366,31.15919
174,51352,121.48276,31.29193
169,27561,121.38425,31.21045
218,28316,121.2927,31.19374
177,45481,121.5822,31.26558
172,31673,121.492,31.31214
174,11873,121.47908,31.2571
215,46531,121.41376,31.06691
168,45921,121.39344,31.26287
168,11261,121.38361,31.28056
177,713,121.62885,31.31675
161,22641,121.76127,31.34936
171,37422,121.4411,31.2205
161,20953,121.31706,31.67651
219,14532,121.64767,31.13082
211,45712,121.87846,30.88014
171,20893,121.42933,31.24591
176,10092,121.55305,31.1475
211,30023,121.7591,31.05575
162,11673,121.64601,31.21622
212,51391,121.22576,31.16091
209,33601,121.21427,30.9984
172,21824,121.55013,31.31446
176,50331,121.53442,31.13914
170,36544,121.61596,31.21312
165,11753,121.21338,31.24591
208,23361,121.48557,31.20433
177,32332,121.574,31.2665
166,21552,121.53965,31.27444
180,12873,121.37049,31.36228
172,50971,121.44025,31.32876
206,25452,121.79822,31.15237
213,12123,121.57733,31.11441
171,30753,121.43688,31.2313
203,25172,121.58363,31.03208
207,45132,121.69577,30.87127
164,52962,121.49451,31.38235
203,30192,121.41635,31.01174
169,25631,121.33151,31.20485
179,25631,121.57863,31.20236
201,47313,121.32541,31.14642
181,47522,121.51119,31.28995
209,20062,121.24201,31.03924
161,10543,121.70969,31.40504
174,211,121.49694,31.25222
215,50501,121.39205,31.05792
211,33421,121.91325,30.8861
177,31402,121.58788,31.26278
174,51563,121.48965,31.28387
180,45541,121.28491,31.30113
182,10201,121.36395,31.22016
181,12331,121.50638,31.30572
211,13732,121.85516,30.99428
173,47655,121.5126,31.23978
177,20302,121.57368,31.27991
174,30822,121.46223,31.29038
167,11402,121.47046,31.25131
173,26466,121.50609,31.24394
201,32991,121.29672,31.13573
170,32192,121.53122,31.21195
169,11052,121.40599,31.20617
220,32443,121.42649,31.16755
166,45812,121.51411,31.27678
179,31861,121.55668,31.21294
206,24521,121.77319,31.17026
