1	pred_lon	0.092442
2	n_lon	0.091655
3	longitude	0.088613
4	p_lon	0.087898
5	pred_lat	0.061292
6	n_lat	0.056522
7	latitude	0.055901
8	p_lat	0.054236
9	LAC	0.046118
10	All-Neighbor LAC (Sorted)[1]	0.044314
11	All-Neighbor LAC (Sorted)[2]	0.027124
12	8	0.021807
13	7	0.018514
14	All-Neighbor LAC (Sorted)[3]	0.016344
15	6	0.014953
16	All-Neighbor Cell Id (Sorted)[2]	0.013553
17	4	0.012122
18	All-Neighbor RxLev (dBm) (Sorted)[2]	0.011429
19	5	0.010625
20	CI	0.010367
21	3	0.010091
22	All-Neighbor Cell Id (Sorted)[1]	0.010008
23	All-Neighbor LAC (Sorted)[4]	0.008753
24	9	0.007700
25	13	0.007029
26	0	0.006110
27	All-Neighbor Cell Id (Sorted)[3]	0.005536
28	1	0.005323
29	All-Neighbor LAC (Sorted)[5]	0.005284
30	14	0.004846
31	All-Neighbor RxLev (dBm) (Sorted)[3]	0.003834
32	11	0.003696
33	2	0.003506
34	All-Neighbor Cell Id (Sorted)[4]	0.003138
35	n_timegap	0.003078
36	10	0.003043
37	All-RxLev Sub (dBm)	0.002785
38	All-RxLev Full (dBm)	0.002769
39	All-Neighbor RxLev (dBm) (Sorted)[1]	0.002711
40	p_timegap	0.002697
41	p_angle	0.002694
42	n_angle	0.002665
43	All-Neighbor LAC (Sorted)[6]	0.002448
44	All-Neighbor RxLev (dBm) (Sorted)[4]	0.002322
45	p_dist	0.002074
46	n_dist	0.002032
47	p_speed	0.001962
48	n_speed	0.001843
49	All-Neighbor Cell Id (Sorted)[5]	0.001713
50	549	0.001587
51	All-Neighbor RxLev (dBm) (Sorted)[5]	0.001347
52	201	0.001245
53	All-Neighbor Cell Id (Sorted)[6]	0.001017
54	210	0.000939
55	207	0.000904
56	634	0.000883
57	12	0.000882
58	All-Neighbor RxLev (dBm) (Sorted)[6]	0.000869
59	473	0.000689
60	205	0.000555
61	312	0.000555
62	16	0.000503
63	335	0.000473
64	847	0.000449
65	641	0.000437
66	415	0.000344
67	317	0.000331
68	480	0.000327
69	243	0.000317
70	416	0.000308
71	390	0.000302
72	583	0.000302
73	622	0.000285
74	724	0.000273
75	264	0.000272
76	20	0.000264
77	637	0.000261
78	471	0.000252
79	126	0.000251
80	53	0.000243
81	15	0.000239
82	197	0.000235
83	182	0.000232
84	226	0.000225
85	206	0.000224
86	307	0.000222
87	838	0.000220
88	689	0.000220
89	863	0.000215
90	783	0.000212
91	420	0.000211
92	546	0.000207
93	308	0.000200
94	174	0.000199
95	297	0.000194
96	128	0.000193
97	587	0.000182
98	313	0.000177
99	331	0.000174
100	219	0.000172
101	158	0.000167
102	203	0.000164
103	339	0.000163
104	642	0.000160
105	404	0.000156
106	202	0.000155
107	336	0.000153
108	640	0.000152
109	588	0.000147
110	844	0.000146
111	477	0.000144
112	50	0.000140
113	501	0.000140
114	450	0.000136
115	918	0.000135
