,time,predict-Long,predict-Lat,real-Long,real-Lat,ServingBase-Long,ServingBase-Lat
644,52638,121.447877172,31.1920546186,121.448725067,31.1926457098,121.450022927,31.1928977703
645,52639,121.447877172,31.1920546186,121.448725067,31.1926457098,121.450022927,31.1928977703
646,52639,121.447877172,31.1920546186,121.448725067,31.1926457098,121.450022927,31.1928977703
647,52640,121.447877172,31.1920546186,121.448725067,31.1926457098,121.450022927,31.1928977703
648,52640,121.447877172,31.1920546186,121.448725067,31.1926457098,121.450022927,31.1928977703
649,52641,121.447877172,31.1920546186,121.448725067,31.1926457098,121.450022927,31.1928977703
650,52641,121.447877172,31.1920546186,121.448725067,31.1926457098,121.450022927,31.1928977703
651,52642,121.447877172,31.1920546186,121.448725067,31.1926457098,121.450022927,31.1928977703
652,52642,121.447877172,31.1920546186,121.448725067,31.1926457098,121.450022927,31.1928977703
653,52643,121.447877172,31.1920546186,121.448725067,31.1926457098,121.450022927,31.1928977703
654,52643,121.447877172,31.1920546186,121.448725067,31.1926457098,121.450022927,31.1928977703
655,52644,121.447877172,31.1920546186,121.448725067,31.1926457098,121.450022927,31.1928977703
656,52644,121.447877172,31.1920546186,121.448725067,31.1926457098,121.450022927,31.1928977703
657,52645,121.447877172,31.1920546186,121.448725067,31.1926457098,121.450022927,31.1928977703
658,52645,121.447877172,31.1920546186,121.448725067,31.1926457098,121.450022927,31.1928977703
659,52646,121.447877172,31.1920546186,121.448725067,31.1926457098,121.450022927,31.1928977703
660,52646,121.447742784,31.1919991935,121.448651922,31.1925958182,121.450022927,31.1928977703
661,52647,121.447742784,31.1919991935,121.448651922,31.1925958182,121.450022927,31.1928977703
662,52647,121.447742784,31.1919991935,121.448651922,31.1925958182,121.450022927,31.1928977703
663,52648,121.447742784,31.1919991935,121.448651922,31.1925958182,121.450022927,31.1928977703
664,52648,121.447742784,31.1919991935,121.448651922,31.1925958182,121.450022927,31.1928977703
665,52649,121.447742784,31.1919991935,121.448651922,31.1925958182,121.450022927,31.1928977703
666,52649,121.447742784,31.1919991935,121.448651922,31.1925958182,121.450022927,31.1928977703
667,52650,121.447742784,31.1919991935,121.448651922,31.1925958182,121.450022927,31.1928977703
668,52650,121.447742784,31.1919991935,121.448651922,31.1925958182,121.450022927,31.1928977703
669,52650,121.447742784,31.1919991935,121.448651922,31.1925958182,121.450022927,31.1928977703
670,52651,121.447742784,31.1919991935,121.448651922,31.1925958182,121.450022927,31.1928977703
671,52651,121.447742784,31.1919991935,121.448651922,31.1925958182,121.450022927,31.1928977703
672,52652,121.447742784,31.1919991935,121.448651922,31.1925958182,121.450022927,31.1928977703
673,52652,121.447742784,31.1919991935,121.448651922,31.1925958182,121.450022927,31.1928977703
674,52653,121.447742784,31.1919991935,121.448651922,31.1925958182,121.450022927,31.1928977703
675,52653,121.447742784,31.1919991935,121.448651922,31.1925958182,121.450022927,31.1928977703
676,52654,121.447742784,31.1919991935,121.448651922,31.1925958182,121.450022927,31.1928977703
677,52654,121.447742784,31.1919991935,121.448651922,31.1925958182,121.450022927,31.1928977703
678,52655,121.447742784,31.1919991935,121.448651922,31.1925958182,121.450022927,31.1928977703
679,52655,121.447742784,31.1919991935,121.448651922,31.1925958182,121.450022927,31.1928977703
680,52656,121.447578867,31.1919512515,121.448593742,31.192519216,121.450022927,31.1928977703
681,52656,121.447578867,31.1919512515,121.448593742,31.192519216,121.450022927,31.1928977703
682,52657,121.447578867,31.1919512515,121.448593742,31.192519216,121.450022927,31.1928977703
683,52657,121.447578867,31.1919512515,121.448593742,31.192519216,121.450022927,31.1928977703
684,52658,121.447578867,31.1919512515,121.448593742,31.192519216,121.450022927,31.1928977703
685,52658,121.447578867,31.1919512515,121.448593742,31.192519216,121.450022927,31.1928977703
686,52659,121.447578867,31.1919512515,121.448593742,31.192519216,121.450022927,31.1928977703
687,52659,121.447578867,31.1919512515,121.448593742,31.192519216,121.450022927,31.1928977703
688,52660,121.447578867,31.1919512515,121.448593742,31.192519216,121.450022927,31.1928977703
689,52660,121.447578867,31.1919512515,121.448593742,31.192519216,121.450022927,31.1928977703
690,52660,121.447578867,31.1919512515,121.448593742,31.192519216,121.450022927,31.1928977703
691,52661,121.447578867,31.1919512515,121.448593742,31.192519216,121.450022927,31.1928977703
692,52662,121.447578867,31.1919512515,121.448593742,31.192519216,121.450022927,31.1928977703
693,52662,121.447578867,31.1919512515,121.448593742,31.192519216,121.450022927,31.1928977703
694,52662,121.447578867,31.1919512515,121.448593742,31.192519216,121.450022927,31.1928977703
695,52663,121.447578867,31.1919512515,121.448593742,31.192519216,121.450022927,31.1928977703
696,52663,121.447578867,31.1919512515,121.448593742,31.192519216,121.450022927,31.1928977703
697,52664,121.447578867,31.1919512515,121.448593742,31.192519216,121.450022927,31.1928977703
698,52664,121.447578867,31.1919512515,121.448593742,31.192519216,121.450022927,31.1928977703
699,52665,121.447578867,31.1919512515,121.448593742,31.192519216,121.450022927,31.1928977703
700,52665,121.447939368,31.1921028283,121.448518898,31.1924493172,121.450022927,31.1928977703
701,52666,121.447939368,31.1921028283,121.448518898,31.1924493172,121.450022927,31.1928977703
702,52666,121.447939368,31.1921028283,121.448518898,31.1924493172,121.450022927,31.1928977703
703,52667,121.447939368,31.1921028283,121.448518898,31.1924493172,121.450022927,31.1928977703
704,52667,121.447939368,31.1921028283,121.448518898,31.1924493172,121.450022927,31.1928977703
705,52668,121.447939368,31.1921028283,121.448518898,31.1924493172,121.450022927,31.1928977703
706,52668,121.447939368,31.1921028283,121.448518898,31.1924493172,121.450022927,31.1928977703
707,52669,121.447939368,31.1921028283,121.448518898,31.1924493172,121.450022927,31.1928977703
708,52669,121.447939368,31.1921028283,121.448518898,31.1924493172,121.450022927,31.1928977703
709,52670,121.447939368,31.1921028283,121.448518898,31.1924493172,121.450022927,31.1928977703
710,52670,121.447939368,31.1921028283,121.448518898,31.1924493172,121.450022927,31.1928977703
711,52671,121.447939368,31.1921028283,121.448518898,31.1924493172,121.450022927,31.1928977703
712,52671,121.447939368,31.1921028283,121.448518898,31.1924493172,121.450022927,31.1928977703
713,52672,121.447939368,31.1921028283,121.448518898,31.1924493172,121.450022927,31.1928977703
714,52672,121.447939368,31.1921028283,121.448518898,31.1924493172,121.450022927,31.1928977703
715,52673,121.447939368,31.1921028283,121.448518898,31.1924493172,121.450022927,31.1928977703
716,52673,121.447939368,31.1921028283,121.448518898,31.1924493172,121.450022927,31.1928977703
717,52673,121.447939368,31.1921028283,121.448518898,31.1924493172,121.450022927,31.1928977703
718,52674,121.447939368,31.1921028283,121.448518898,31.1924493172,121.450022927,31.1928977703
719,52674,121.447939368,31.1921028283,121.448518898,31.1924493172,121.450022927,31.1928977703
720,52675,121.447730396,31.1919865374,121.448434077,31.1923977753,121.450022927,31.1928977703
721,52675,121.447730396,31.1919865374,121.448434077,31.1923977753,121.450022927,31.1928977703
722,52676,121.447730396,31.1919865374,121.448434077,31.1923977753,121.450022927,31.1928977703
723,52676,121.447730396,31.1919865374,121.448434077,31.1923977753,121.450022927,31.1928977703
724,52677,121.447730396,31.1919865374,121.448434077,31.1923977753,121.450022927,31.1928977703
725,52677,121.447730396,31.1919865374,121.448434077,31.1923977753,121.450022927,31.1928977703
726,52678,121.447730396,31.1919865374,121.448434077,31.1923977753,121.450022927,31.1928977703
727,52678,121.447730396,31.1919865374,121.448434077,31.1923977753,121.450022927,31.1928977703
728,52679,121.447730396,31.1919865374,121.448434077,31.1923977753,121.450022927,31.1928977703
