Time,MS,Frame Number,Direction,Message Type,Event,EventInfo,All-LAC,All-Cell Id,All-BSIC (Num),All-ARFCN BCCH,All-Longitude,All-Latitude,All-RxLev Full (dBm),All-RxLev Sub (dBm),All-RxQual Full,All-RxQual Sub,All-MS TxPower (dBm),All-Neighbor LAC (Sorted)[1],All-Neighbor LAC (Sorted)[2],All-Neighbor LAC (Sorted)[3],All-Neighbor LAC (Sorted)[4],All-Neighbor LAC (Sorted)[5],All-Neighbor LAC (Sorted)[6],All-Neighbor Cell Id (Sorted)[1],All-Neighbor Cell Id (Sorted)[2],All-Neighbor Cell Id (Sorted)[3],All-Neighbor Cell Id (Sorted)[4],All-Neighbor Cell Id (Sorted)[5],All-Neighbor Cell Id (Sorted)[6],All-Neighbor BSIC (Num) (Sorted)[1],All-Neighbor BSIC (Num) (Sorted)[2],All-Neighbor BSIC (Num) (Sorted)[3],All-Neighbor BSIC (Num) (Sorted)[4],All-Neighbor BSIC (Num) (Sorted)[5],All-Neighbor BSIC (Num) (Sorted)[6],All-Neighbor ARFCN (Sorted)[1],All-Neighbor ARFCN (Sorted)[2],All-Neighbor ARFCN (Sorted)[3],All-Neighbor ARFCN (Sorted)[4],All-Neighbor ARFCN (Sorted)[5],All-Neighbor ARFCN (Sorted)[6],All-Neighbor RxLev (dBm) (Sorted)[1],All-Neighbor RxLev (dBm) (Sorted)[2],All-Neighbor RxLev (dBm) (Sorted)[3],All-Neighbor RxLev (dBm) (Sorted)[4],All-Neighbor RxLev (dBm) (Sorted)[5],All-Neighbor RxLev (dBm) (Sorted)[6]
1462851983.0,1.0,1.0,1.0,1.0,1.0,1.0,99099,13,1.0,1.0,121.477938,31.20808,71.75,71.75,1.0,1.0,1.0,99099,112683,-999,-999,-999,-999,13,11,-999,-999,-999,-999,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,71.75,78.63,0.0,0.0,0.0,0.0
1462851984.0,1.0,1.0,1.0,1.0,1.0,1.0,99099,13,1.0,1.0,121.47803,31.208102,70.12,70.12,1.0,1.0,1.0,99099,103174,112683,-999,-999,-999,13,12,11,-999,-999,-999,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,70.12,82.75,74.13,0.0,0.0,0.0
1462851985.0,1.0,1.0,1.0,1.0,1.0,1.0,99099,13,1.0,1.0,121.478123,31.208125,72.0,72.0,1.0,1.0,1.0,99099,99099,112683,-999,-999,-999,13,11,11,-999,-999,-999,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,72.0,76.0,78.75,0.0,0.0,0.0
1462851986.0,1.0,1.0,1.0,1.0,1.0,1.0,99099,13,1.0,1.0,121.478123,31.208125,72.88,72.88,1.0,1.0,1.0,99099,99099,112683,-999,-999,-999,13,11,11,-999,-999,-999,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,72.88,77.75,80.63,0.0,0.0,0.0
1462851987.0,1.0,1.0,1.0,1.0,1.0,1.0,99099,13,1.0,1.0,121.4783,31.208173,73.62,73.62,1.0,1.0,1.0,99099,99077,103174,99097,112683,-999,13,12,12,13,11,-999,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,73.62,75.37,88.5,75.75,81.25,0.0
1462851988.0,1.0,1.0,1.0,1.0,1.0,1.0,99099,13,1.0,1.0,121.478383,31.208203,68.12,68.12,1.0,1.0,1.0,99099,99077,99097,-999,-999,-999,13,12,13,-999,-999,-999,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,68.12,77.88,74.13,0.0,0.0,0.0
1462851989.0,1.0,1.0,1.0,1.0,1.0,1.0,99099,13,1.0,1.0,121.478458,31.208243,68.12,68.12,1.0,1.0,1.0,99099,116737,99097,103226,-999,-999,13,11,13,12,-999,-999,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,68.12,69.13,73.88,78.0,0.0,0.0
1462851990.0,1.0,1.0,1.0,1.0,1.0,1.0,99099,13,1.0,1.0,121.47854,31.208275,69.0,69.0,1.0,1.0,1.0,99099,99099,103256,-999,-999,-999,13,11,13,-999,-999,-999,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,69.0,72.25,73.5,0.0,0.0,0.0
1462851991.0,1.0,1.0,1.0,1.0,1.0,1.0,99099,13,1.0,1.0,121.47854,31.208275,65.0,65.0,1.0,1.0,1.0,99099,99077,112683,-999,-999,-999,13,12,11,-999,-999,-999,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,65.0,65.13,73.13,0.0,0.0,0.0
1462851992.0,1.0,1.0,1.0,1.0,1.0,1.0,99099,13,1.0,1.0,121.478703,31.208313,65.12,65.12,1.0,1.0,1.0,99099,103256,-999,-999,-999,-999,13,13,-999,-999,-999,-999,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,65.12,71.75,0.0,0.0,0.0,0.0
1462851993.0,1.0,1.0,1.0,1.0,1.0,1.0,99099,13,1.0,1.0,121.47878,31.208335,68.87,68.87,1.0,1.0,1.0,99099,116737,99099,-999,-999,-999,13,11,11,-999,-999,-999,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,68.87,68.25,76.88,0.0,0.0,0.0
1462851994.0,1.0,1.0,1.0,1.0,1.0,1.0,99099,13,1.0,1.0,121.478855,31.208355,69.62,69.62,1.0,1.0,1.0,99099,99099,116737,-999,-999,-999,13,11,11,-999,-999,-999,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,69.62,71.0,979.0,0.0,0.0,0.0
1462851995.0,1.0,1.0,1.0,1.0,1.0,1.0,99099,13,1.0,1.0,121.478855,31.208355,67.13,67.13,1.0,1.0,1.0,99099,99099,116737,-999,-999,-999,13,11,12,-999,-999,-999,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,67.13,75.25,71.38,0.0,0.0,0.0
1462851996.0,1.0,1.0,1.0,1.0,1.0,1.0,99099,13,1.0,1.0,121.478925,31.208377,66.87,66.87,1.0,1.0,1.0,99099,99099,103256,-999,-999,-999,13,11,13,-999,-999,-999,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,66.87,69.5,68.5,0.0,0.0,0.0
1462851997.0,1.0,1.0,1.0,1.0,1.0,1.0,99099,13,1.0,1.0,121.478925,31.208377,67.13,67.13,1.0,1.0,1.0,99099,103256,-999,-999,-999,-999,13,13,-999,-999,-999,-999,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,67.13,69.25,0.0,0.0,0.0,0.0
1462851998.0,1.0,1.0,1.0,1.0,1.0,1.0,99099,13,1.0,1.0,121.47906,31.20843,68.63,68.63,1.0,1.0,1.0,99099,99099,99099,103256,-999,-999,13,11,12,13,-999,-999,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,68.63,69.0,75.25,71.13,0.0,0.0
1462851999.0,1.0,1.0,1.0,1.0,1.0,1.0,99099,13,1.0,1.0,121.479125,31.208453,67.0,67.0,1.0,1.0,1.0,99099,116737,103256,-999,-999,-999,13,11,13,-999,-999,-999,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,67.0,72.63,71.88,0.0,0.0,0.0
1462852000.0,1.0,1.0,1.0,1.0,1.0,1.0,99099,13,1.0,1.0,121.47919,31.208477,66.0,66.0,1.0,1.0,1.0,99099,116737,116737,-999,-999,-999,13,11,12,-999,-999,-999,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,66.0,73.13,76.5,0.0,0.0,0.0
1462852001.0,1.0,1.0,1.0,1.0,1.0,1.0,99099,13,1.0,1.0,121.479253,31.2085,66.63,66.63,1.0,1.0,1.0,99099,99099,116737,-999,-999,-999,13,12,12,-999,-999,-999,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,66.63,73.25,69.38,0.0,0.0,0.0
1462852002.0,1.0,1.0,1.0,1.0,1.0,1.0,99099,13,1.0,1.0,121.479253,31.2085,64.75,64.75,1.0,1.0,1.0,99099,99099,116737,-999,-999,-999,13,12,12,-999,-999,-999,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,64.75,75.5,80.5,0.0,0.0,0.0
1462852003.0,1.0,1.0,1.0,1.0,1.0,1.0,99099,13,1.0,1.0,121.479363,31.208538,66.5,66.5,1.0,1.0,1.0,99099,99099,116737,-999,-999,-999,13,11,12,-999,-999,-999,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,66.5,73.25,74.75,0.0,0.0,0.0
1462852004.0,1.0,1.0,1.0,1.0,1.0,1.0,99099,13,1.0,1.0,121.479408,31.20855,65.0,65.0,1.0,1.0,1.0,99099,99099,99099,116737,-999,-999,13,11,12,12,-999,-999,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,65.0,69.13,70.13,81.25,0.0,0.0
1462852005.0,1.0,1.0,1.0,1.0,1.0,1.0,99099,13,1.0,1.0,121.47944,31.208567,67.12,67.12,1.0,1.0,1.0,99099,99099,116737,116737,-999,-999,13,11,11,12,-999,-999,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,67.12,75.5,77.88,80.25,0.0,0.0
1462852006.0,1.0,1.0,1.0,1.0,1.0,1.0,99099,13,1.0,1.0,121.479462,31.208578,65.12,65.12,1.0,1.0,1.0,99099,99099,116737,-999,-999,-999,13,11,12,-999,-999,-999,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,65.12,72.75,68.88,0.0,0.0,0.0
1462852007.0,1.0,1.0,1.0,1.0,1.0,1.0,99099,13,1.0,1.0,121.479462,31.208578,64.75,64.75,1.0,1.0,1.0,99099,-999,-999,-999,-999,-999,13,-999,-999,-999,-999,-999,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,64.75,0.0,0.0,0.0,0.0,0.0
1462852008.0,1.0,1.0,1.0,1.0,1.0,1.0,99099,13,1.0,1.0,121.479493,31.208592,63.12,63.12,1.0,1.0,1.0,99099,-999,-999,-999,-999,-999,13,-999,-999,-999,-999,-999,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,63.12,0.0,0.0,0.0,0.0,0.0
1462852009.0,1.0,1.0,1.0,1.0,1.0,1.0,99099,13,1.0,1.0,121.479502,31.208593,61.12,61.12,1.0,1.0,1.0,99099,-999,-999,-999,-999,-999,13,-999,-999,-999,-999,-999,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,61.12,0.0,0.0,0.0,0.0,0.0
1462852010.0,1.0,1.0,1.0,1.0,1.0,1.0,99099,13,1.0,1.0,121.479507,31.208595,63.88,63.88,1.0,1.0,1.0,99099,-999,-999,-999,-999,-999,13,-999,-999,-999,-999,-999,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,63.88,0.0,0.0,0.0,0.0,0.0
1462852011.0,1.0,1.0,1.0,1.0,1.0,1.0,99099,13,1.0,1.0,121.47951,31.208592,64.38,64.38,1.0,1.0,1.0,99099,-999,-999,-999,-999,-999,13,-999,-999,-999,-999,-999,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,64.38,0.0,0.0,0.0,0.0,0.0
1462852012.0,1.0,1.0,1.0,1.0,1.0,1.0,99099,13,1.0,1.0,121.479512,31.208587,65.5,65.5,1.0,1.0,1.0,99099,116737,-999,-999,-999,-999,13,12,-999,-999,-999,-999,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,65.5,77.25,0.0,0.0,0.0,0.0
1462852013.0,1.0,1.0,1.0,1.0,1.0,1.0,99099,13,1.0,1.0,121.479512,31.208587,66.13,66.13,1.0,1.0,1.0,99099,-999,-999,-999,-999,-999,13,-999,-999,-999,-999,-999,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,66.13,0.0,0.0,0.0,0.0,0.0
1462852014.0,1.0,1.0,1.0,1.0,1.0,1.0,99099,13,1.0,1.0,121.47951,31.208587,66.12,66.12,1.0,1.0,1.0,99099,-999,-999,-999,-999,-999,13,-999,-999,-999,-999,-999,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,66.12,0.0,0.0,0.0,0.0,0.0
1462852015.0,1.0,1.0,1.0,1.0,1.0,1.0,99099,13,1.0,1.0,121.47951,31.208588,66.0,66.0,1.0,1.0,1.0,99099,116737,-999,-999,-999,-999,13,12,-999,-999,-999,-999,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,66.0,80.88,0.0,0.0,0.0,0.0
1462852016.0,1.0,1.0,1.0,1.0,1.0,1.0,99099,13,1.0,1.0,121.47951,31.208588,65.5,65.5,1.0,1.0,1.0,99099,116737,-999,-999,-999,-999,13,12,-999,-999,-999,-999,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,65.5,80.88,0.0,0.0,0.0,0.0
1462852017.0,1.0,1.0,1.0,1.0,1.0,1.0,99099,13,1.0,1.0,121.47951,31.208588,65.12,65.12,1.0,1.0,1.0,99099,-999,-999,-999,-999,-999,13,-999,-999,-999,-999,-999,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,65.12,0.0,0.0,0.0,0.0,0.0
1462852018.0,1.0,1.0,1.0,1.0,1.0,1.0,99099,13,1.0,1.0,121.47951,31.208588,65.25,65.25,1.0,1.0,1.0,99099,-999,-999,-999,-999,-999,13,-999,-999,-999,-999,-999,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,65.25,0.0,0.0,0.0,0.0,0.0
1462852019.0,1.0,1.0,1.0,1.0,1.0,1.0,99099,13,1.0,1.0,121.47951,31.20859,66.0,66.0,1.0,1.0,1.0,99099,116737,-999,-999,-999,-999,13,12,-999,-999,-999,-999,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,66.0,979.0,0.0,0.0,0.0,0.0
1462852020.0,1.0,1.0,1.0,1.0,1.0,1.0,99099,13,1.0,1.0,121.479508,31.20859,63.62,63.62,1.0,1.0,1.0,99099,-999,-999,-999,-999,-999,13,-999,-999,-999,-999,-999,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,63.62,0.0,0.0,0.0,0.0,0.0
1462852021.0,1.0,1.0,1.0,1.0,1.0,1.0,99099,13,1.0,1.0,121.479515,31.208592,58.62,58.62,1.0,1.0,1.0,99099,-999,-999,-999,-999,-999,13,-999,-999,-999,-999,-999,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,58.62,0.0,0.0,0.0,0.0,0.0
1462852022.0,1.0,1.0,1.0,1.0,1.0,1.0,99099,13,1.0,1.0,121.47953,31.208597,62.75,62.75,1.0,1.0,1.0,99099,-999,-999,-999,-999,-999,13,-999,-999,-999,-999,-999,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,62.75,0.0,0.0,0.0,0.0,0.0
1462852023.0,1.0,1.0,1.0,1.0,1.0,1.0,99099,13,1.0,1.0,121.479555,31.208608,58.37,58.37,1.0,1.0,1.0,99099,-999,-999,-999,-999,-999,13,-999,-999,-999,-999,-999,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,58.37,0.0,0.0,0.0,0.0,0.0
1462852024.0,1.0,1.0,1.0,1.0,1.0,1.0,99099,13,1.0,1.0,121.479588,31.208615,61.88,61.88,1.0,1.0,1.0,99099,-999,-999,-999,-999,-999,13,-999,-999,-999,-999,-999,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,61.88,0.0,0.0,0.0,0.0,0.0
1462852025.0,1.0,1.0,1.0,1.0,1.0,1.0,99099,13,1.0,1.0,121.479623,31.208625,63.5,63.5,1.0,1.0,1.0,99099,-999,-999,-999,-999,-999,13,-999,-999,-999,-999,-999,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,63.5,0.0,0.0,0.0,0.0,0.0
1462852026.0,1.0,1.0,1.0,1.0,1.0,1.0,99099,13,1.0,1.0,121.479702,31.208648,61.62,61.62,1.0,1.0,1.0,99099,-999,-999,-999,-999,-999,13,-999,-999,-999,-999,-999,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,61.62,0.0,0.0,0.0,0.0,0.0
