Time,MS,Frame Number,Direction,Message Type,Event,EventInfo,All-LAC,All-Cell Id,All-BSIC (Num),All-ARFCN BCCH,All-Longitude,All-Latitude,All-RxLev Full (dBm),All-RxLev Sub (dBm),All-RxQual Full,All-RxQual Sub,All-MS TxPower (dBm),All-Neighbor LAC (Sorted)[1],All-Neighbor LAC (Sorted)[2],All-Neighbor LAC (Sorted)[3],All-Neighbor LAC (Sorted)[4],All-Neighbor LAC (Sorted)[5],All-Neighbor LAC (Sorted)[6],All-Neighbor Cell Id (Sorted)[1],All-Neighbor Cell Id (Sorted)[2],All-Neighbor Cell Id (Sorted)[3],All-Neighbor Cell Id (Sorted)[4],All-Neighbor Cell Id (Sorted)[5],All-Neighbor Cell Id (Sorted)[6],All-Neighbor BSIC (Num) (Sorted)[1],All-Neighbor BSIC (Num) (Sorted)[2],All-Neighbor BSIC (Num) (Sorted)[3],All-Neighbor BSIC (Num) (Sorted)[4],All-Neighbor BSIC (Num) (Sorted)[5],All-Neighbor BSIC (Num) (Sorted)[6],All-Neighbor ARFCN (Sorted)[1],All-Neighbor ARFCN (Sorted)[2],All-Neighbor ARFCN (Sorted)[3],All-Neighbor ARFCN (Sorted)[4],All-Neighbor ARFCN (Sorted)[5],All-Neighbor ARFCN (Sorted)[6],All-Neighbor RxLev (dBm) (Sorted)[1],All-Neighbor RxLev (dBm) (Sorted)[2],All-Neighbor RxLev (dBm) (Sorted)[3],All-Neighbor RxLev (dBm) (Sorted)[4],All-Neighbor RxLev (dBm) (Sorted)[5],All-Neighbor RxLev (dBm) (Sorted)[6]
1462261756.0,1.0,1.0,1.0,1.0,1.0,1.0,116783,3,1.0,1.0,121.48084,31.21643,79.63,79.63,1.0,1.0,1.0,116783,112933,99178,99178,99178,-999,3,2,2,3,1,-999,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,79.63,82.25,78.75,79.75,80.63,0.0
1462261757.0,1.0,1.0,1.0,1.0,1.0,1.0,116783,3,1.0,1.0,121.480892,31.216357,81.88,81.88,1.0,1.0,1.0,116783,112933,99178,99178,99178,116783,3,2,1,2,3,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,81.88,81.12,83.63,81.5,80.25,83.75
1462261758.0,1.0,1.0,1.0,1.0,1.0,1.0,116783,3,1.0,1.0,121.48094,31.216282,80.75,80.75,1.0,1.0,1.0,116783,112933,99178,99178,99178,-999,3,2,2,1,3,-999,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,80.75,80.75,81.0,82.25,82.5,0.0
1462261759.0,1.0,1.0,1.0,1.0,1.0,1.0,116783,3,1.0,1.0,121.480983,31.216207,81.0,81.0,1.0,1.0,1.0,116783,112933,99178,99178,99178,-999,3,2,1,2,3,-999,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,81.0,80.0,81.12,84.63,82.75,0.0
1462261760.0,1.0,1.0,1.0,1.0,1.0,1.0,116783,3,1.0,1.0,121.481028,31.216137,84.0,84.0,1.0,1.0,1.0,116783,112933,99178,99178,99178,-999,3,2,1,2,3,-999,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,84.0,81.0,84.12,84.25,84.38,0.0
1462261761.0,1.0,1.0,1.0,1.0,1.0,1.0,112933,2,1.0,1.0,121.481072,31.216065,81.5,81.5,1.0,1.0,1.0,112933,99178,116783,99178,99178,-999,2,1,3,2,3,-999,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,81.5,82.5,82.75,83.0,83.0,0.0
1462261762.0,1.0,1.0,1.0,1.0,1.0,1.0,112933,2,1.0,1.0,121.48112,31.215992,85.75,85.75,1.0,1.0,1.0,112933,116783,99178,-999,-999,-999,2,3,1,-999,-999,-999,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,85.75,85.12,85.37,0.0,0.0,0.0
1462261763.0,1.0,1.0,1.0,1.0,1.0,1.0,112933,2,1.0,1.0,121.481157,31.215928,86.38,86.38,1.0,1.0,1.0,112933,116783,116783,99178,-999,-999,2,2,3,1,-999,-999,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,86.38,85.38,86.5,87.12,0.0,0.0
1462261764.0,1.0,1.0,1.0,1.0,1.0,1.0,112933,2,1.0,1.0,121.481188,31.215875,86.75,86.75,1.0,1.0,1.0,112933,116783,116783,116762,99127,-999,2,2,3,1,2,-999,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,86.75,86.75,86.88,90.38,98.5,0.0
1462261765.0,1.0,1.0,1.0,1.0,1.0,1.0,112933,2,1.0,1.0,121.481215,31.215833,87.12,87.12,1.0,1.0,1.0,112933,116783,116783,-999,-999,-999,2,2,3,-999,-999,-999,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,87.12,85.88,85.5,0.0,0.0,0.0
