,time,predict-Long,predict-Lat,real-Long,real-Lat,ServingBase-Long,ServingBase-Lat
0,52272,121.447344544,31.1970009281,121.448195,31.19626167,121.446515,31.199551
1,52273,121.447344544,31.1970009281,121.448195,31.19626167,121.446515,31.199551
2,52273,121.447344544,31.1970009281,121.448195,31.19626167,121.446515,31.199551
3,52300,121.447839627,31.1963417535,121.4477933,31.19642833,121.446515,31.199551
4,52300,121.447839627,31.1963417535,121.4477933,31.19642833,121.446515,31.199551
5,52301,121.447839627,31.1963417535,121.4477933,31.19642833,121.446515,31.199551
6,52301,121.447839627,31.1963417535,121.4477767,31.19643167,121.446515,31.199551
7,52302,121.447839627,31.1963417535,121.4477633,31.19643833,121.446515,31.199551
8,52303,121.447839627,31.1963417535,121.4477633,31.19643833,121.446515,31.199551
9,52303,121.447839627,31.1963417535,121.4477483,31.19644167,121.446515,31.199551
10,52304,121.447839627,31.1963417535,121.4477483,31.19644167,121.446515,31.199551
11,52304,121.447839627,31.1963417535,121.4477317,31.19644,121.446515,31.199551
12,52305,121.447839627,31.1963417535,121.4477317,31.19644,121.446515,31.199551
13,52305,121.447839627,31.1963417535,121.447715,31.19643667,121.446515,31.199551
14,52306,121.447839627,31.1963417535,121.447715,31.19643667,121.446515,31.199551
15,52306,121.447839627,31.1963417535,121.447715,31.19643667,121.446515,31.199551
16,52307,121.447839627,31.1963417535,121.4477,31.19643333,121.446515,31.199551
17,52307,121.447839627,31.1963417535,121.4476833,31.19643,121.446515,31.199551
18,52308,121.448579615,31.1953717649,121.4476833,31.19643,121.446515,31.199551
19,52309,121.448579615,31.1953717649,121.4476517,31.19642167,121.445424,31.194791
20,52310,121.446176942,31.1953590389,121.4476517,31.19642167,121.445424,31.194791
21,52310,121.444709793,31.1947175231,121.4476367,31.19641833,121.445424,31.194791
22,52311,121.444709793,31.1947175231,121.4476367,31.19641833,121.445424,31.194791
23,52311,121.444709793,31.1947175231,121.4476367,31.19641833,121.445424,31.194791
24,52312,121.444709793,31.1947175231,121.44762,31.196415,121.445424,31.194791
25,52312,121.444709793,31.1947175231,121.447605,31.19641333,121.445424,31.194791
26,52313,121.444709793,31.1947175231,121.447605,31.19641333,121.445424,31.194791
27,52313,121.444709793,31.1947175231,121.44759,31.19640833,121.445424,31.194791
28,52314,121.446176942,31.1953590389,121.44759,31.19640833,121.445424,31.194791
29,52314,121.444709793,31.1947175231,121.447575,31.19640667,121.445424,31.194791
30,52315,121.444709793,31.1947175231,121.447575,31.19640667,121.445424,31.194791
31,52315,121.444709793,31.1947175231,121.44756,31.19640333,121.445424,31.194791
32,52316,121.448579615,31.1953717649,121.44756,31.19640333,121.445424,31.194791
33,52316,121.449225912,31.1943884146,121.44756,31.19640333,121.445424,31.194791
34,52317,121.444709793,31.1947175231,121.447545,31.19639833,121.445424,31.194791
35,52317,121.444709793,31.1947175231,121.4475283,31.19639333,121.445424,31.194791
36,52317,121.448579615,31.1953717649,121.4475283,31.19639333,121.445424,31.194791
37,52318,121.448579615,31.1953717649,121.447515,31.19638833,121.445424,31.194791
38,52318,121.446176942,31.1953590389,121.447515,31.19638833,121.445424,31.194791
39,52319,121.446176942,31.1953590389,121.4475033,31.196385,121.445424,31.194791
40,52319,121.446176942,31.1953590389,121.4475033,31.196385,121.445424,31.194791
41,52320,121.446176942,31.1953590389,121.44749,31.196375,121.445424,31.194791
42,52320,121.446176942,31.1953590389,121.44749,31.196375,121.445424,31.194791
43,52321,121.446176942,31.1953590389,121.44749,31.196375,121.445424,31.194791
44,52321,121.446176942,31.1953590389,121.44749,31.196375,121.445424,31.194791
45,52322,121.446176942,31.1953590389,121.4474783,31.19636333,121.445424,31.194791
46,52322,121.446176942,31.1953590389,121.4474683,31.19635667,121.445424,31.194791
47,52323,121.446176942,31.1953590389,121.4474683,31.19635667,121.445424,31.194791
48,52323,121.446176942,31.1953590389,121.447455,31.19635167,121.445424,31.194791
49,52324,121.446176942,31.1953590389,121.447455,31.19635167,121.445424,31.194791
50,52324,121.446176942,31.1953590389,121.4474433,31.19634667,121.445424,31.194791
51,52325,121.446176942,31.1953590389,121.4474433,31.19634667,121.445424,31.194791
52,52325,121.446176942,31.1953590389,121.447435,31.19634167,121.445424,31.194791
53,52326,121.446176942,31.1953590389,121.447435,31.19634167,121.445424,31.194791
54,52326,121.445622526,31.1950990699,121.447435,31.19634167,121.445424,31.194791
55,52327,121.446176942,31.1953590389,121.4474233,31.19633333,121.445424,31.194791
56,52327,121.446176942,31.1953590389,121.4474083,31.19632667,121.445424,31.194791
57,52328,121.446176942,31.1953590389,121.4474083,31.19632667,121.445424,31.194791
58,52328,121.446176942,31.1953590389,121.447395,31.19631667,121.445424,31.194791
59,52329,121.446176942,31.1953590389,121.447395,31.19631667,121.445424,31.194791
60,52329,121.446176942,31.1953590389,121.4473783,31.1963,121.445424,31.194791
61,52329,121.446176942,31.1953590389,121.4473783,31.1963,121.445424,31.194791
62,52330,121.446176942,31.1953590389,121.447365,31.19629333,121.445424,31.194791
63,52330,121.446176942,31.1953590389,121.447365,31.19629333,121.445424,31.194791
64,52331,121.446176942,31.1953590389,121.447365,31.19629333,121.445424,31.194791
65,52331,121.446176942,31.1953590389,121.4473533,31.19628667,121.445424,31.194791
66,52332,121.446176942,31.1953590389,121.4473417,31.196285,121.445424,31.194791
67,52332,121.446176942,31.1953590389,121.4473417,31.196285,121.445424,31.194791
68,52333,121.446176942,31.1953590389,121.4473417,31.196285,121.445424,31.194791
69,52333,121.446176942,31.1953590389,121.44733,31.196275,121.445424,31.194791
